,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,343.0,30.0,51.0,423.0,48.0,229.0,93.0,287.0,18.0,168.0,38.0,274.0,125.0,54.0,556.0,46.0,0.0,37.0,65.0,81.0,120.0,33.0,49.0,34.0,63.0,14.0,217.0,1188.0,1532.0,593.0,18.0,45.0,117.0,0.0,145.0
hashrate,0.005362319876647042,0.0004690075693860387,0.0007973128679562658,0.006613006728343146,0.0007504121110176619,0.003580091112980095,0.00145392346509672,0.00448683908045977,0.00028140454163162325,0.002626442388561817,0.000594076254555649,0.004283602467059154,0.0019541982057751615,0.0008442136248948697,0.008692273619287918,0.0007191449397252593,0.0,0.0005784426689094477,0.001016183067003084,0.0012663204373423043,0.0018760302775441549,0.0005159083263246426,0.0007660456966638632,0.0005315419119708439,0.0009849158957106812,0.00021887019904681806,0.00339248808522568,0.018572699747687132,0.02395065320998038,0.009270716288197365,0.00028140454163162325,0.000703511354079058,0.001829129520605551,0.0,0.002266869918699187
