,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,499.0,20.0,64.0,336.0,17.0,237.0,294.0,37.0,0.0,267.0,131.0,49.0,561.0,36.0,0.0,0.0,40.0,25.0,79.0,37.0,0.0,1155.0,1496.0,624.0,6.0,42.0,0.0,72.0,153.0,422.0
hashrate,0.007359486490520973,0.00029496939841767425,0.0009439020749365577,0.004955485893416928,0.00025072398865502314,0.0034953873712494405,0.004336050156739812,0.0005456933870726974,0.0,0.003937841468875952,0.0019320495596357665,0.000722675026123302,0.008273891625615763,0.0005309449171518137,0.0,0.0,0.0005899387968353485,0.00036871174802209286,0.0011651291237498136,0.0005456933870726974,0.0,0.01703448275862069,0.022063711001642037,0.009203045230631438,8.849081952530228e-05,0.000619435736677116,0.0,0.0010618898343036274,0.002256515897895208,0.006223854306612927
