,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
21:15:00,254,15,92,363,62,240,292,78,41,258,88,28,567,0,0,0,56,44,77,43,0,642,937,36,0,48,0,76,157,418
21:15:15,255,16,92,365,62,240,292,79,41,257,88,23,567,0,0,0,57,44,77,43,0,641,939,36,0,48,0,73,157,418
21:15:30,255,17,93,364,62,240,292,79,41,310,91,23,568,0,0,0,57,44,77,44,0,642,937,36,0,48,0,76,156,418
21:15:45,256,20,93,363,62,239,292,76,41,310,90,27,568,0,0,0,57,44,77,39,0,643,936,36,0,48,0,77,157,431
21:16:00,256,14,93,364,62,240,292,76,41,310,89,22,567,0,0,0,57,44,77,44,0,644,936,36,0,48,0,78,157,429
21:16:15,256,27,92,365,62,240,292,77,41,310,88,22,567,0,0,0,48,43,78,43,0,643,936,36,0,48,0,76,157,424
21:16:30,256,28,92,364,62,239,292,75,41,311,87,23,565,0,0,0,49,44,78,45,0,641,936,36,0,48,0,77,159,424
21:16:45,256,29,93,364,62,239,292,75,41,311,87,27,564,0,0,0,0,44,77,43,0,641,936,36,0,48,0,32,156,428
21:17:00,256,33,91,364,62,239,292,74,41,310,88,27,565,0,0,0,0,44,78,43,0,642,935,36,0,48,0,32,157,434
21:17:15,256,33,92,366,62,239,292,75,41,310,87,22,565,0,0,0,0,44,74,41,0,639,936,36,0,48,0,32,157,424
21:17:45,255,34,92,365,62,239,292,76,40,312,135,22,564,0,0,0,0,44,77,44,0,637,935,36,21,48,0,32,159,428
21:18:15,256,34,9,67,62,239,292,76,40,311,134,22,564,0,0,0,0,44,77,44,0,633,934,36,21,48,0,32,0,425
21:18:30,256,35,0,67,62,239,292,75,40,311,134,22,562,0,0,0,50,44,77,43,0,632,933,36,0,48,0,32,0,431
21:18:45,256,35,0,67,62,239,292,77,40,311,133,27,561,0,0,0,50,44,77,44,0,634,934,36,0,48,0,32,0,425
21:19:30,256,35,0,67,0,239,292,75,40,311,133,27,563,0,0,0,52,0,77,43,0,637,934,36,21,48,0,32,0,428
21:19:45,515,31,0,67,0,239,293,77,40,311,134,27,573,0,0,0,52,0,78,44,0,671,935,36,21,48,0,32,0,423
21:20:00,516,36,0,67,0,239,292,78,40,311,134,27,574,0,0,0,53,0,77,44,0,687,936,36,21,48,0,32,0,425
21:20:15,516,36,92,67,0,239,293,77,40,310,135,22,574,0,0,0,52,0,77,0,0,678,936,36,22,48,0,32,0,370
21:20:30,515,37,84,366,0,239,293,77,40,310,134,22,574,0,0,0,52,0,77,0,0,680,936,36,21,48,0,32,158,370
21:20:45,256,36,86,365,0,239,293,76,40,310,134,27,574,0,0,0,52,0,78,0,0,680,939,36,22,48,0,32,158,371
21:21:00,256,36,86,367,0,239,293,76,40,311,133,27,574,0,0,0,0,0,77,0,0,686,938,36,22,48,0,32,157,370
21:21:15,256,35,88,364,0,239,293,78,40,311,135,23,575,0,0,0,37,0,78,0,0,684,936,36,23,48,0,32,160,370
21:21:30,256,35,73,366,0,239,293,76,40,311,134,23,574,0,0,0,24,0,78,0,0,684,937,36,22,47,0,32,158,370
21:21:45,255,35,0,366,0,240,294,76,40,310,134,28,574,0,0,0,13,0,77,0,0,685,937,36,21,47,0,32,158,420
21:22:00,255,35,93,366,62,240,294,78,40,309,134,27,574,0,0,0,0,0,77,0,0,686,938,36,21,47,0,32,159,420
21:22:15,255,35,92,365,62,239,293,78,40,310,134,27,575,0,0,0,0,37,77,0,0,689,939,36,21,47,0,32,159,420
21:22:30,255,35,91,365,62,239,293,77,40,311,134,23,575,0,0,0,0,38,78,0,0,687,942,36,21,47,0,32,160,420
21:22:45,255,34,92,364,62,239,293,78,40,309,133,23,575,0,0,0,0,38,77,0,0,691,939,36,22,47,0,32,159,420
21:23:00,255,35,91,364,62,239,293,77,40,306,134,28,575,0,0,0,0,45,66,0,0,700,939,36,22,47,0,32,159,420
21:23:15,255,35,0,364,62,239,293,0,40,297,134,28,574,0,0,0,0,44,46,0,0,705,941,36,22,46,0,32,159,418
21:23:30,255,35,0,364,62,239,293,76,40,303,135,23,575,0,0,0,0,43,44,0,0,702,939,36,22,47,0,32,159,417
21:23:45,508,30,0,366,62,240,293,76,40,309,133,28,574,0,0,0,0,43,0,39,0,702,939,36,21,46,0,32,158,417
22:00:00,509,34,0,364,62,240,293,0,40,229,134,28,573,0,0,0,0,43,0,39,0,703,940,36,21,41,0,32,159,418
22:00:15,508,29,88,364,62,240,293,0,40,302,133,28,574,0,0,0,52,43,71,39,0,708,1029,657,0,45,0,32,160,419
22:00:30,514,16,89,365,62,240,293,0,40,294,134,23,574,0,0,0,42,43,77,39,0,705,940,628,0,46,0,77,160,370
22:00:45,515,10,91,365,62,239,292,0,40,245,132,23,574,0,0,0,53,44,77,43,0,709,942,640,0,46,0,78,160,369
22:01:00,515,27,88,365,62,239,292,0,40,281,134,23,574,0,0,0,53,44,77,43,0,706,941,639,0,46,0,77,159,370
22:01:15,515,28,89,366,62,239,292,0,40,303,133,28,574,0,0,0,54,44,78,43,0,706,942,635,0,46,0,78,160,369
22:01:30,517,27,90,365,62,239,292,0,40,301,134,28,574,0,0,0,54,43,77,45,0,706,943,632,0,46,0,78,160,369
22:01:45,516,30,88,366,62,239,293,0,40,258,133,23,574,0,0,0,53,44,78,44,0,708,942,637,0,46,0,77,159,369
22:02:00,517,30,88,365,62,239,292,0,40,294,134,23,574,0,0,0,54,44,78,45,0,707,942,634,0,46,0,78,159,369
22:02:15,516,30,89,364,62,239,293,0,40,294,133,28,574,0,0,0,55,44,77,44,0,707,942,634,0,46,0,78,158,369
22:02:30,517,30,90,365,62,239,294,0,40,294,133,28,574,0,0,0,55,45,77,43,0,709,943,635,0,46,0,77,158,369
22:02:45,517,31,90,367,62,239,294,0,40,303,134,23,575,0,0,0,55,45,78,43,0,708,942,635,0,46,0,78,158,368
22:03:00,516,30,88,366,62,239,294,0,40,262,135,23,574,0,0,0,54,43,77,44,0,708,943,633,0,46,0,77,158,368
22:03:15,510,31,90,365,62,239,294,0,40,261,135,28,574,0,0,0,54,44,78,44,0,707,943,632,0,46,0,77,159,368
22:03:30,255,31,89,365,62,239,294,0,40,301,135,28,574,0,0,0,54,43,77,43,0,712,944,631,0,46,0,77,160,368
22:03:45,516,31,91,365,62,239,293,0,40,289,133,23,574,0,0,0,54,44,77,43,0,711,944,632,0,46,0,78,159,368
22:04:00,518,31,89,365,62,239,294,0,40,297,134,23,574,0,0,0,53,44,77,44,0,713,428,632,0,46,0,78,159,368
22:04:15,517,31,90,366,62,239,294,0,40,304,134,28,574,0,0,0,54,43,78,43,0,713,428,631,0,46,0,78,158,368
22:04:30,517,31,90,367,62,239,294,0,40,307,134,28,574,0,0,0,54,44,76,43,0,606,428,632,0,46,0,77,160,369
22:04:45,518,31,88,368,62,239,294,0,40,308,134,23,574,0,0,0,54,44,77,44,0,610,428,630,0,46,0,78,159,369
22:05:00,518,31,89,367,62,239,294,0,40,308,134,23,574,0,0,0,53,44,77,43,0,610,428,630,0,46,0,77,159,419
22:05:15,517,32,91,366,62,239,294,0,40,308,135,23,574,0,0,0,54,44,76,43,0,608,428,630,0,46,0,77,159,418
22:05:30,517,32,91,368,62,239,294,0,40,309,133,23,575,0,0,0,54,44,77,43,0,609,428,630,0,46,0,77,158,419
22:05:45,518,31,89,368,62,240,294,0,40,309,133,23,574,0,0,0,54,43,77,44,0,609,429,631,0,46,0,78,158,420
22:06:00,517,31,89,365,62,240,294,0,40,309,135,23,574,0,0,0,54,44,77,43,0,608,428,631,0,46,0,77,159,420
22:06:15,517,30,89,362,62,240,294,0,40,309,134,23,574,0,0,0,54,43,78,43,0,611,429,632,0,46,0,77,157,420
