,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy,mingk2,doctor,bike,makabaka,hmwww,bearlaptop
03:15:00,585.0,0.0,45.0,255.0,0.0,237.0,328.0,0.0,40.0,306.0,0.0,0.0,466.0,0.0,0.0,0.0,31.0,62.0,32.0,38.0,0.0,1116.0,1335.0,97.0,0.0,46.0,0.0,42.0,144.0,438.0,0.0,43.0,453.0,27.0,44.0,0.0
03:15:15,589.0,0.0,87.0,259.0,0.0,237.0,328.0,0.0,40.0,307.0,0.0,0.0,466.0,0.0,0.0,0.0,31.0,62.0,32.0,39.0,0.0,1116.0,1333.0,97.0,0.0,46.0,0.0,42.0,146.0,439.0,0.0,43.0,453.0,28.0,44.0,0.0
03:15:30,590.0,0.0,86.0,259.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,466.0,0.0,0.0,0.0,30.0,63.0,32.0,38.0,0.0,1117.0,1337.0,97.0,0.0,46.0,0.0,42.0,144.0,439.0,0.0,43.0,453.0,28.0,44.0,0.0
03:15:45,590.0,0.0,89.0,193.0,0.0,237.0,328.0,0.0,41.0,307.0,0.0,0.0,465.0,0.0,0.0,0.0,30.0,62.0,32.0,39.0,0.0,1116.0,1333.0,97.0,0.0,46.0,0.0,42.0,148.0,439.0,0.0,43.0,453.0,28.0,44.0,0.0
03:16:00,590.0,0.0,87.0,194.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,465.0,0.0,0.0,0.0,48.0,63.0,32.0,38.0,0.0,1117.0,1330.0,97.0,0.0,46.0,0.0,42.0,146.0,439.0,0.0,43.0,453.0,28.0,44.0,0.0
03:16:15,588.0,0.0,0.0,193.0,0.0,237.0,328.0,0.0,41.0,307.0,0.0,0.0,465.0,0.0,0.0,0.0,46.0,63.0,32.0,38.0,0.0,1117.0,1331.0,97.0,0.0,0.0,0.0,42.0,146.0,439.0,0.0,43.0,453.0,27.0,44.0,0.0
03:16:30,590.0,0.0,0.0,192.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,465.0,0.0,0.0,0.0,7.0,63.0,32.0,39.0,0.0,1116.0,1333.0,97.0,0.0,0.0,0.0,42.0,148.0,439.0,0.0,43.0,453.0,27.0,44.0,0.0
03:16:45,589.0,0.0,0.0,190.0,0.0,235.0,328.0,0.0,41.0,307.0,0.0,0.0,464.0,0.0,0.0,0.0,7.0,63.0,32.0,38.0,0.0,1116.0,1338.0,0.0,0.0,0.0,0.0,42.0,148.0,439.0,0.0,43.0,453.0,27.0,44.0,0.0
03:17:00,330.0,0.0,0.0,191.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,62.0,32.0,38.0,0.0,1116.0,1330.0,97.0,0.0,0.0,0.0,42.0,147.0,437.0,0.0,43.0,453.0,26.0,44.0,0.0
03:17:15,330.0,0.0,88.0,191.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,464.0,0.0,0.0,0.0,6.0,62.0,32.0,39.0,0.0,1116.0,1333.0,97.0,0.0,0.0,0.0,42.0,148.0,438.0,0.0,43.0,454.0,26.0,43.0,0.0
03:17:30,330.0,0.0,89.0,191.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,63.0,32.0,38.0,0.0,1116.0,1337.0,97.0,0.0,0.0,0.0,42.0,147.0,438.0,0.0,43.0,454.0,0.0,44.0,0.0
03:17:45,330.0,0.0,88.0,187.0,0.0,236.0,328.0,0.0,41.0,307.0,0.0,0.0,464.0,0.0,0.0,183.0,0.0,63.0,32.0,38.0,0.0,1116.0,1333.0,97.0,0.0,0.0,0.0,42.0,148.0,437.0,0.0,43.0,454.0,0.0,44.0,0.0
03:18:00,272.0,0.0,88.0,190.0,0.0,236.0,327.0,0.0,41.0,307.0,0.0,0.0,463.0,0.0,0.0,185.0,5.0,62.0,32.0,39.0,0.0,1109.0,1345.0,97.0,0.0,0.0,0.0,42.0,146.0,439.0,0.0,43.0,454.0,0.0,44.0,0.0
