,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,304.0,35.0,74.0,308.0,61.0,237.0,83.0,279.0,18.0,165.0,38.0,272.0,135.0,49.0,576.0,53.0,0.0,39.0,40.0,87.0,130.0,34.0,42.0,37.0,36.0,42.0,208.0,1021.0,1514.0,588.0,17.0,44.0,111.0,26.0,136.0
hashrate,0.0008983535604620558,0.0001034288638689867,0.00021867816932300043,0.0009101740020470828,0.0001802617341716625,0.0007003611639128527,0.0002452741628893113,0.0008244758005556367,5.319198713262173e-05,0.0004875932153823658,0.00011229419505775698,0.0008037900277818395,0.0003989399034946629,0.00014480040941658136,0.0017021435882438954,0.0001566208510016084,0.0,0.00011524930545401373,0.0001182044158502705,0.00025709460447433834,0.0003841643515133791,0.00010047375347272994,0.00012411463664278402,0.00010933908466150021,0.00010638397426524346,0.00012411463664278402,0.0006146629624214065,0.0030171677145781547,0.004474037139932738,0.0017376049129989763,5.023687673636497e-05,0.00013002485743529755,0.00032801725398450064,7.683287030267582e-05,0.00040189501389091976
