,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,421.0,22.0,68.0,299.0,0.0,240.0,0.0,287.0,18.0,0.0,39.0,256.0,130.0,53.0,564.0,104.0,0.0,38.0,62.0,82.0,30.0,37.0,23.0,32.0,50.0,27.0,41.0,1158.0,1512.0,536.0,0.0,0.0,113.0,51.0,123.0
hashrate,0.0069816708229426434,0.0003648379052369077,0.0011276807980049877,0.0049584788029925185,0.0,0.003980049875311721,0.0,0.004759476309226933,0.00029850374064837904,0.0,0.0006467581047381546,0.004245386533665835,0.002155860349127182,0.000878927680798005,0.009353117206982543,0.0017246882793017456,0.0,0.0006301745635910224,0.0010281795511221945,0.0013598503740648378,0.0004975062344139651,0.0006135910224438902,0.00038142144638403987,0.0005306733167082294,0.0008291770573566085,0.00044775561097256853,0.0006799251870324189,0.019203740648379052,0.02507431421446384,0.008888778054862843,0.0,0.0,0.001873940149625935,0.0008457605985037406,0.0020397755610972565
