,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,380.0,32.0,77.0,298.0,37.0,234.0,87.0,288.0,17.0,163.0,40.0,260.0,127.0,52.0,562.0,32.0,0.0,36.0,62.0,84.0,136.0,36.0,50.0,26.0,67.0,34.0,61.0,1206.0,1508.0,591.0,22.0,48.0,111.0,69.0,86.0
hashrate,0.00741766151177916,0.0006246451799392977,0.0015030524642289348,0.00581700823818471,0.0007222459893048128,0.004567717878306114,0.0016982540829599655,0.005621806619453679,0.00033184275184275185,0.0031817863853157973,0.0007808064749241222,0.005075242087006793,0.0024790605578840874,0.0010150484174013587,0.010970330972683915,0.0006246451799392977,0.0,0.0007027258274317099,0.0012102500361323891,0.0016396935973406563,0.0026547420147420148,0.0007027258274317099,0.0009760080936551525,0.0005075242087006793,0.0013078508454979045,0.0006636855036855037,0.0011907298742592862,0.02354131521896228,0.0294364041046394,0.011536415667003905,0.00042944356120826714,0.0009369677699089464,0.002166737967914439,0.0013468911692441107,0.0016787339210868626
