,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,426.0,27.0,99.0,499.0,62.0,239.0,90.0,290.0,15.0,167.0,7.0,245.0,126.0,28.0,569.0,82.0,0.0,38.0,63.0,79.0,121.0,41.0,33.0,25.0,63.0,39.0,221.0,1197.0,1517.0,592.0,15.0,43.0,65.0,102.0,0.0
hashrate,0.006148550865051903,0.0003896968858131488,0.001428888581314879,0.007202175778546712,0.0008948595155709343,0.0034495391003460207,0.0012989896193771626,0.0041856332179930796,0.00021649826989619377,0.0024103474048442907,0.00010103252595155709,0.003536138408304498,0.0018185854671280278,0.00040413010380622836,0.008212501038062285,0.0011835238754325259,0.0,0.0005484622837370242,0.0009092927335640139,0.0011402242214532871,0.0017464193771626298,0.0005917619377162629,0.0004762961937716263,0.00036083044982698965,0.0009092927335640139,0.0005628955017301037,0.0031897411764705884,0.01727656193771626,0.021895191695501727,0.008544465051903113,0.00021649826989619377,0.0006206283737024221,0.0009381591695501731,0.0014721882352941177,0.0
