,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,516.0,25.0,71.0,347.0,56.0,236.0,287.0,42.0,0.0,300.0,129.0,48.0,569.0,34.0,0.0,0.0,41.0,32.0,66.0,19.0,0.0,1178.0,1509.0,619.0,12.0,38.0,0.0,31.0,154.0,422.0
hashrate,0.007054003834242738,0.0003417637516590473,0.0009706090547116945,0.004743680873027577,0.0007655508037162661,0.003226249815661407,0.003923447869045864,0.0005741631027871996,0.0,0.004101165019908568,0.0017635009585606845,0.000656186403185371,0.0077785429877599175,0.0004647987022563044,0.0,0.0,0.0005604925527208376,0.0004374576021235806,0.0009022563043798851,0.000259740451260876,0.0,0.016103907978174313,0.0206288600501401,0.008462070491078012,0.00016404660079634274,0.000519480902521752,0.0,0.0004237870520572187,0.002105264710219732,0.0057689721280047195
