,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,417.0,30.0,67.0,278.0,0.0,244.0,0.0,286.0,17.0,61.0,39.0,225.0,128.0,48.0,566.0,99.0,0.0,30.0,65.0,85.0,0.0,0.0,23.0,31.0,63.0,33.0,0.0,1163.0,1497.0,533.0,12.0,0.0,59.0,53.0,129.0
hashrate,0.006921230695749085,0.0004979302658812291,0.0011120442604680783,0.0046141537971660564,0.0,0.00404983282916733,0.0,0.00474693520140105,0.00028216048399936315,0.0010124582072918325,0.0006473093456455979,0.0037344769941092177,0.002124502467759911,0.0007966884254099665,0.009394284349625855,0.001643169877408056,0.0,0.0004979302658812291,0.0010788489094093296,0.0014108024199968158,0.0,0.0,0.0003817465371756089,0.0005145279414106034,0.0010456535583505812,0.000547723292469352,0.0,0.019303096640662314,0.02484672026747333,0.008846561057156505,0.00019917210635249163,0.0,0.0009792628562330838,0.0008796768030568381,0.002141100143289285
