,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,352.0,11.0,72.0,335.0,60.0,237.0,289.0,0.0,39.0,291.0,136.0,80.0,297.0,0.0,0.0,88.0,32.0,38.0,75.0,33.0,0.0,1272.0,1460.0,613.0,16.0,45.0,96.0,27.0,155.0,401.0
hashrate,0.005151560305343511,0.00016098625954198473,0.0010537282442748092,0.004902763358778626,0.0008781068702290077,0.0034685221374045803,0.004229548091603054,0.0,0.0005707694656488549,0.0042588183206106875,0.001990375572519084,0.0011708091603053435,0.004346629007633588,0.0,0.0,0.0012878900763358778,0.0004683236641221374,0.0005561343511450382,0.0010976335877862595,0.0004829587786259542,0.0,0.01861586564885496,0.021367267175572517,0.008971325190839695,0.0002341618320610687,0.0006585801526717557,0.001404970992366412,0.00039514809160305344,0.002268442748091603,0.005868680916030534
