,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,495.0,18.0,62.0,331.0,0.0,228.0,0.0,288.0,0.0,0.0,37.0,264.0,132.0,48.0,550.0,0.0,0.0,0.0,0.0,72.0,82.0,0.0,29.0,31.0,70.0,43.0,0.0,1180.0,1498.0,593.0,19.0,43.0,109.0,62.0,149.0,351.0
hashrate,0.007724159787735849,0.00028087853773584904,0.0009674705188679244,0.005165044221698114,0.0,0.0035577948113207545,0.0,0.004494056603773585,0.0,0.0,0.0005773614386792452,0.004119551886792453,0.0020597759433962264,0.0007490094339622642,0.008582399764150943,0.0,0.0,0.0,0.0,0.0011235141509433962,0.001279557783018868,0.0,0.0004525265330188679,0.0004837352594339622,0.0010923054245283018,0.0006709876179245283,0.0,0.01841314858490566,0.02337533608490566,0.009253387382075472,0.0002964829009433962,0.0006709876179245283,0.0017008755896226416,0.0009674705188679244,0.002325050117924528,0.005477131485849057
