,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
00-30,262,13,92,366,65,241,293,0,0,296,132,21,583,36,0,0,0,0,15,45,0,1264,1551,630,23,44,0,34,154,439
00-45,262,17,91,365,66,241,293,0,0,296,131,21,585,36,0,0,4,0,15,44,0,1335,1551,630,24,44,0,34,156,438
01-00,261,18,92,364,66,241,293,0,0,290,132,27,583,37,0,0,4,0,47,44,0,1332,1548,630,0,46,0,34,154,438
01-15,261,13,91,364,66,241,293,0,0,306,132,21,583,37,0,0,3,0,48,45,0,1333,1551,630,0,46,0,34,155,437
01-30,261,13,92,364,66,241,293,0,0,307,130,21,583,36,0,0,58,0,48,45,0,1334,1552,630,0,46,0,34,154,438
01-45,518,34,93,364,66,241,293,0,0,308,131,21,584,36,0,0,60,0,48,44,0,1334,1550,631,0,46,0,34,155,436
02-00,517,35,92,363,66,241,292,0,0,307,131,21,583,37,0,0,58,43,49,45,0,1333,1552,630,0,46,0,34,155,436
02-15,517,35,93,364,65,241,292,0,0,308,132,27,583,36,0,0,60,43,49,44,0,1333,1552,631,0,46,0,34,155,437
02-30,518,35,90,363,65,241,292,0,0,308,133,21,583,36,0,0,59,44,48,44,0,1331,1552,630,0,46,0,34,156,416
02-45,517,35,91,333,65,241,293,0,0,307,132,21,583,35,0,0,61,43,49,45,0,1329,1552,630,0,46,0,33,154,415
03-00,517,35,93,333,66,240,294,0,0,308,130,27,582,35,0,0,61,43,48,45,0,1329,1553,631,0,46,0,33,154,415
03-15,518,35,93,366,66,241,0,0,0,309,131,27,582,35,0,0,60,44,48,44,0,1329,1552,632,0,46,0,33,155,416
03-30,518,35,92,365,66,241,0,0,0,309,131,27,581,35,0,0,61,44,48,43,0,1329,1552,632,0,46,0,33,155,415
03-45,519,35,92,364,65,241,0,0,0,309,130,21,581,35,0,0,60,44,48,44,0,1330,1553,632,0,46,0,33,153,415
15:04:00,520,35,92,364,65,241,0,0,0,309,131,21,581,35,0,0,61,43,48,43,0,1331,1553,632,0,46,0,33,156,415
15:04:15,524,35,92,365,65,241,0,0,0,309,132,21,581,35,0,0,61,44,48,43,0,1331,1552,631,0,46,0,34,153,438
15:04:30,524,35,93,366,65,241,0,0,0,309,132,21,581,35,0,0,60,44,49,43,0,1330,1551,632,0,46,0,33,154,437
15:04:45,523,35,91,366,65,241,0,0,0,183,133,27,581,36,0,0,61,44,48,43,0,1332,1551,632,0,46,0,33,153,437
15:05:00,523,34,92,365,65,241,0,0,0,183,131,21,581,36,0,0,62,44,49,43,0,1332,1551,632,0,46,0,33,155,437
15:05:15,523,35,93,367,65,241,0,0,0,183,131,21,580,36,0,0,61,44,49,44,0,1332,1549,632,0,46,0,33,155,437
15:05:30,523,34,92,367,65,242,0,0,0,182,131,27,581,37,0,0,61,44,49,44,0,1330,1550,632,0,46,0,33,156,436
15:05:45,523,35,91,333,65,242,0,0,0,182,132,21,580,37,0,0,61,44,49,44,0,1330,1549,632,0,46,0,33,154,436
15:06:00,523,34,93,335,65,242,0,0,0,182,130,21,581,36,0,0,61,44,47,44,0,1330,1548,632,0,46,0,33,156,435
15:06:15,523,34,93,332,64,242,0,0,0,182,131,27,581,37,0,0,62,44,48,44,0,1329,1548,633,0,46,0,33,154,435
15:06:30,524,34,92,364,64,242,0,0,0,182,131,27,580,37,0,0,61,43,48,43,0,1331,1547,632,0,46,0,33,154,436
15:06:45,523,34,92,366,64,242,0,0,0,182,133,27,581,37,0,0,61,43,49,43,0,1228,1542,633,0,46,0,33,155,436
15:07:00,523,34,93,365,65,242,0,0,0,182,132,27,580,37,0,0,60,44,48,44,0,1328,1547,633,0,46,0,33,153,436
15:07:15,523,33,92,323,65,242,0,0,0,182,131,27,577,36,0,0,60,44,48,43,0,1324,1577,633,0,46,0,33,154,436
15:07:30,523,33,94,321,64,242,0,0,0,182,132,21,575,36,0,0,61,44,49,43,0,1320,1541,633,0,46,0,33,154,436
15:07:45,523,34,92,365,64,241,0,0,0,182,131,21,576,36,0,0,61,44,48,43,0,1321,1539,633,0,46,0,33,154,435
15:08:00,524,32,93,364,64,241,0,0,0,131,133,21,576,36,0,0,61,44,47,44,0,1320,1539,633,0,46,0,33,155,435
15:08:15,524,31,93,332,64,240,0,0,0,131,132,27,576,35,0,0,61,44,49,44,0,1322,1539,633,24,46,0,33,154,436
15:08:30,524,31,93,334,64,241,0,73,0,182,131,21,576,35,0,0,60,44,49,43,0,1325,1539,633,24,46,0,33,154,436
15:08:45,524,33,94,366,64,241,0,76,0,182,131,21,576,35,0,0,60,44,48,43,0,1324,1537,633,24,46,0,33,155,436
15:09:00,524,33,94,366,64,241,0,75,0,182,132,27,577,35,0,0,62,44,49,43,0,1326,1538,633,24,46,0,33,156,437
15:09:15,524,32,90,367,63,240,0,76,0,182,131,27,577,35,0,0,61,44,48,43,0,1327,1541,633,24,46,0,33,156,437
15:09:30,524,32,89,368,63,241,0,74,0,182,131,27,577,35,0,0,62,43,48,44,0,1326,1537,633,24,46,0,33,154,437
15:09:45,525,32,80,365,63,241,0,76,0,182,131,27,577,35,0,0,61,43,48,44,0,1327,1540,634,24,46,0,33,156,437
15:10:00,525,32,75,366,63,241,0,75,0,182,131,21,578,35,0,0,60,44,49,44,0,1328,1539,633,24,46,0,33,157,437
15:10:15,524,32,85,328,63,241,0,74,0,182,132,27,578,35,0,0,59,44,49,44,0,1328,1539,634,24,46,0,33,157,437
15:10:30,524,32,0,366,63,241,0,75,0,182,133,27,578,35,0,0,56,44,49,43,0,1328,1539,634,24,46,0,33,156,437
15:10:45,523,32,0,367,64,241,0,75,0,180,131,27,578,35,0,0,57,44,48,44,0,1328,1538,634,24,46,0,33,154,438
15:11:00,525,32,0,365,63,241,0,76,0,182,131,27,578,35,0,0,11,43,48,44,0,1328,1540,633,24,46,0,33,154,438
15:11:15,523,32,0,364,63,241,0,76,0,182,132,27,577,35,0,0,6,45,48,43,0,1328,1540,633,24,46,0,33,154,438
15:11:30,524,32,0,364,63,241,0,78,0,182,133,21,577,35,0,0,6,43,49,43,0,1328,1540,633,24,46,0,33,154,438
15:11:45,524,33,0,332,63,241,0,78,0,182,132,21,577,35,0,0,7,44,47,43,0,1325,1540,633,24,46,0,33,154,438
15:12:00,523,32,54,332,63,241,0,78,0,182,131,27,578,35,0,0,13,44,77,43,0,1326,1540,634,24,46,0,33,156,438
15:12:15,523,30,53,368,63,241,0,0,0,182,133,21,578,35,0,0,0,44,78,44,0,1326,1541,633,25,46,0,33,155,438
15:12:30,264,14,54,367,63,241,0,0,0,181,131,21,577,35,0,0,0,44,77,43,0,1324,1541,632,25,46,0,33,154,437
15:12:45,264,17,94,337,63,241,0,80,0,181,131,27,577,35,0,0,0,44,78,44,0,1325,1541,633,25,46,0,33,155,437
15:13:00,264,16,91,339,63,241,0,78,0,181,133,27,576,35,0,0,0,43,78,43,0,1326,1541,632,25,46,0,33,155,437
15:13:15,264,12,0,368,63,241,0,79,0,181,132,21,577,35,0,0,0,44,78,43,0,1322,1539,630,25,46,0,33,155,437
15:13:30,265,15,0,369,63,241,0,78,0,181,131,21,576,35,0,0,0,45,78,43,0,1274,1537,629,25,46,0,33,154,437
15:13:45,526,20,82,367,63,241,0,79,0,181,131,21,576,35,0,0,0,44,77,44,0,1310,1536,630,25,46,0,33,154,437
15:14:00,261,19,0,369,63,241,0,78,0,181,133,21,576,35,0,0,0,44,77,43,0,1231,1537,630,25,46,0,33,154,437
15:14:15,261,14,0,368,63,241,295,75,0,181,132,21,577,35,0,0,0,44,78,43,0,1304,1537,630,25,46,0,32,155,438
15:14:30,261,29,0,367,63,241,295,74,0,181,134,27,576,35,0,0,0,44,78,43,0,1211,1534,629,25,46,0,32,154,438
15:14:45,261,30,92,368,63,241,294,75,0,181,133,21,576,35,0,0,0,44,76,44,0,1226,1534,630,25,46,0,32,154,438
15:15:00,262,30,85,336,63,241,294,74,0,181,131,27,576,35,0,0,0,43,77,43,0,1290,1534,630,25,46,0,32,155,435
15:15:15,261,30,73,336,63,241,295,72,0,181,131,21,576,35,0,0,0,44,76,43,0,1315,1537,631,25,46,0,32,153,436
15:15:30,261,30,93,366,63,241,295,71,0,181,131,21,577,35,0,0,0,44,78,43,0,1321,1538,625,25,46,0,32,155,436
15:15:45,262,30,94,367,63,241,294,72,0,181,133,27,576,35,0,0,0,45,77,44,0,1323,1535,626,25,46,0,32,154,431
15:16:00,261,30,94,364,63,241,294,71,0,181,132,21,576,35,0,0,0,44,77,45,0,1324,1536,626,25,46,0,32,154,436
