,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
15:16:15,261,30,94,364,63,241,294,70,0,181,133,21,576,35,0,0,0,44,78,43,0,1325,1535,625,25,47,0,32,155,436
15:16:30,261,30,10,367,63,241,292,69,0,181,132,27,575,35,0,0,0,44,78,43,0,1326,1535,624,24,47,0,32,154,432
15:16:45,261,30,7,364,63,241,292,70,0,181,132,21,576,35,0,0,44,44,77,44,0,1326,1534,625,24,47,0,32,154,434
15:17:00,261,14,5,366,63,241,292,70,0,181,131,27,576,35,0,0,5,43,77,43,0,1326,1537,626,24,47,0,32,155,437
15:17:15,261,18,3,333,63,241,292,70,0,181,133,21,576,35,0,0,5,44,77,44,0,1327,1604,626,24,47,0,32,154,437
15:17:30,261,15,28,333,63,241,292,72,0,181,131,21,577,35,0,0,5,43,78,43,0,1327,1540,625,24,47,0,32,156,437
15:17:45,261,18,94,333,63,241,292,70,0,181,132,21,577,35,0,0,4,43,78,44,0,1326,1541,625,24,46,0,32,154,437
15:18:00,261,12,93,335,63,241,292,72,0,181,131,27,576,35,0,0,60,44,77,44,0,1327,1539,625,24,46,0,32,154,434
15:18:15,261,20,89,367,63,241,291,70,0,181,132,27,577,35,0,0,59,44,77,43,0,1326,1541,624,24,46,0,32,153,435
15:18:30,261,11,89,367,63,241,290,71,0,181,132,21,577,35,0,0,60,43,78,43,0,1326,1541,624,24,46,0,80,153,436
15:18:45,261,18,21,333,63,241,291,70,0,181,133,27,577,35,0,0,60,44,77,43,0,1326,1540,624,24,47,0,80,154,430
15:19:00,261,14,51,370,63,241,292,69,0,181,133,27,577,35,0,0,60,42,77,43,0,1326,1542,623,24,47,0,81,153,432
15:19:15,261,11,94,368,63,241,291,70,0,181,134,27,577,35,0,0,60,44,77,43,0,1327,1541,623,24,47,0,81,154,432
15:19:30,260,16,87,368,63,241,292,72,0,180,134,21,577,35,0,0,60,44,75,43,0,1327,1541,623,24,47,0,80,154,433
15:19:45,260,14,90,366,63,240,292,73,0,180,135,27,577,35,0,0,61,0,76,43,0,1326,1542,623,24,47,0,77,155,432
15:20:00,260,18,90,365,63,240,292,72,0,180,134,21,577,35,0,0,59,0,75,43,0,1328,1542,623,24,47,0,78,154,431
15:20:15,260,15,0,366,63,240,292,69,0,129,134,21,577,35,0,0,60,0,76,44,0,1328,1543,622,24,47,0,77,156,431
15:20:30,260,13,0,365,63,240,292,70,0,128,134,27,577,35,0,0,60,0,77,43,0,1328,1549,622,24,47,0,76,154,438
15:20:45,260,14,75,367,63,240,293,70,0,130,134,27,577,0,0,0,61,0,76,43,0,1327,1549,627,24,47,0,77,154,438
