,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
31:15:00,254,27,88,360,64,240,294,75,40,309,133,23,459,0,88,85,25,44,78,40,0,1313,1515,36,21,46,125,74,152,413
31:15:15,254,18,88,360,63,240,294,86,40,309,132,23,458,0,90,84,8,44,78,42,0,1314,1516,36,21,46,125,78,152,413
31:15:30,254,16,88,362,63,240,294,84,40,309,132,29,459,0,89,84,9,43,77,42,0,1314,1514,36,21,44,125,74,152,413
31:15:45,254,17,89,360,63,240,294,85,40,309,133,29,457,0,88,86,0,43,77,38,0,1315,1515,36,21,46,125,75,152,413
31:16:00,254,14,55,362,63,240,294,85,40,309,134,29,459,0,88,87,0,43,77,37,0,1315,1514,36,21,36,125,71,153,413
31:16:15,255,19,87,362,63,240,295,85,40,309,132,30,459,0,88,0,0,43,77,37,0,1315,1513,36,21,33,125,71,152,413
31:16:30,255,19,88,362,63,239,294,86,40,309,131,30,458,0,88,0,0,44,78,37,0,1315,1514,36,21,38,125,71,151,413
31:16:45,255,19,90,361,63,240,293,86,40,309,132,31,457,0,87,0,58,43,76,42,0,1315,1513,36,21,40,125,71,152,413
31:17:00,255,19,88,361,63,239,294,84,40,309,131,29,458,0,89,0,59,26,77,43,0,1316,1513,36,21,46,125,71,154,413
31:17:15,256,19,88,360,63,239,294,84,40,310,132,30,458,0,89,0,59,44,77,43,0,1315,1512,36,21,46,125,71,152,414
31:17:30,256,32,90,362,62,240,294,85,40,310,132,29,458,0,87,0,60,43,78,0,0,1314,1513,36,21,46,125,71,154,414
31:17:45,256,32,90,363,62,240,294,86,40,311,132,30,458,0,90,0,59,43,78,0,0,1315,1512,36,21,46,125,78,153,414
31:18:00,256,32,89,363,62,241,293,84,39,311,134,30,458,0,89,0,60,43,77,0,0,1316,1512,36,21,46,125,79,151,413
31:18:15,256,32,89,360,62,241,292,84,40,311,133,30,458,0,90,0,59,43,77,0,0,1316,1513,36,21,46,124,79,151,413
31:18:30,256,32,90,360,62,241,292,86,40,311,133,30,458,0,89,0,60,43,77,0,0,1315,1514,36,21,46,118,78,153,413
31:19:00,256,32,89,360,62,240,292,84,40,311,133,30,457,0,89,86,60,43,78,0,0,1316,1513,36,21,46,125,78,152,413
31:19:15,256,32,89,360,62,240,292,87,40,311,133,29,457,0,89,90,59,44,77,0,0,1316,1511,36,21,46,125,78,153,413
31:19:30,256,32,91,361,62,240,292,84,40,311,134,30,457,0,90,88,60,43,77,0,0,1316,1510,36,21,46,118,78,152,413
31:19:45,256,32,92,361,62,241,292,85,40,311,134,23,457,0,89,88,60,43,77,0,0,1316,1512,36,21,46,118,79,152,413
31:20:00,256,32,83,360,62,241,293,86,40,311,134,30,457,0,88,91,61,42,77,0,0,1316,1510,36,21,46,125,78,151,411
31:20:15,256,32,0,361,62,240,293,84,40,311,127,30,457,0,90,88,60,0,78,0,0,1315,1510,36,21,46,125,79,154,414
31:20:30,256,32,0,360,62,241,292,84,40,311,134,30,457,0,90,91,59,0,69,0,0,1316,1510,36,21,46,125,77,152,414
31:20:45,256,32,0,359,62,241,292,85,40,311,133,23,457,0,90,91,60,0,76,0,0,1316,1508,36,21,46,125,78,153,414
31:21:00,256,32,0,361,62,241,292,83,40,312,133,30,456,0,90,89,58,0,76,0,0,1314,1509,36,21,46,125,77,152,414
31:21:15,256,32,0,360,63,241,294,84,40,312,133,29,457,0,91,91,59,0,76,0,0,1316,1508,36,21,47,120,77,153,413
31:21:30,256,32,0,362,62,242,293,85,40,311,135,23,457,0,90,90,60,0,76,0,0,1315,1508,36,11,47,118,77,152,413
31:21:45,256,32,0,362,62,242,293,83,40,311,132,29,457,0,88,89,60,0,78,0,0,1314,1509,36,21,47,125,77,153,414
31:22:00,256,32,0,359,62,242,293,83,40,311,133,23,457,0,87,74,59,0,76,0,0,1313,1508,36,21,47,125,78,154,414
31:22:15,256,32,0,359,55,242,294,85,40,312,134,30,457,0,89,91,59,0,76,0,0,1316,1509,36,21,47,125,70,152,413
31:22:30,256,32,0,360,55,242,294,85,40,312,132,23,457,0,89,88,58,0,71,0,0,1314,1509,36,18,36,125,78,152,414
31:22:45,256,32,0,361,0,242,294,82,40,313,131,29,457,0,89,92,58,0,69,0,0,1314,1509,36,9,47,125,78,151,413
31:23:00,255,32,0,362,0,242,292,84,40,314,132,30,457,0,89,90,35,0,77,0,0,1314,1509,37,7,36,123,69,153,414
31:23:15,255,32,0,361,61,242,293,84,40,314,133,30,457,0,88,90,9,25,74,0,0,1315,1508,37,9,47,123,69,153,413
31:23:30,255,32,0,360,62,242,293,84,40,314,134,30,456,0,87,90,10,44,30,0,0,1314,1507,37,9,47,125,70,152,414
31:23:45,255,32,0,360,0,241,294,84,40,261,135,29,455,0,88,89,27,44,30,0,0,1315,1506,37,12,47,125,70,153,413
01:00:00,255,32,0,361,0,242,294,83,40,261,130,31,455,0,88,90,29,42,30,0,0,1314,1506,37,21,40,125,69,152,413
01:00:15,254,32,0,359,0,242,294,84,40,260,133,31,455,0,89,89,29,42,30,0,0,1314,1506,37,17,44,125,68,152,413
01:00:30,255,32,84,362,57,242,295,84,40,260,134,31,455,0,88,90,47,42,30,0,0,1313,1505,37,20,47,125,77,151,413
01:00:45,255,32,91,361,0,241,294,82,40,260,134,29,456,0,88,91,55,42,30,0,0,1313,1505,37,19,47,125,78,152,413
01:01:00,254,32,90,361,0,242,294,83,40,314,133,30,455,0,88,89,48,42,30,0,0,1314,1505,37,18,47,125,77,153,413
01:01:15,254,32,90,362,0,242,294,82,40,312,134,31,455,0,87,90,53,44,30,0,0,1314,1505,37,18,47,125,77,153,413
01:01:30,254,32,78,362,0,242,294,83,40,312,135,30,455,0,89,90,53,41,30,0,0,1311,1503,37,18,47,125,77,153,413
01:01:45,254,32,78,363,0,242,295,84,40,312,135,23,455,0,89,91,53,4,30,0,0,1312,1506,37,18,47,125,77,153,413
01:02:00,254,32,0,361,62,242,294,84,40,312,135,23,455,0,88,90,59,0,30,0,0,1313,1502,37,18,47,125,78,151,414
01:02:15,254,30,0,361,62,241,293,84,40,312,133,23,455,0,89,90,59,0,30,0,0,1314,1504,37,18,47,125,79,153,413
01:02:30,254,33,0,360,62,242,294,84,40,312,131,23,455,0,88,89,59,0,30,0,0,1314,1504,37,18,47,125,78,152,413
01:02:45,254,33,90,359,62,243,293,84,40,312,134,27,455,0,89,89,59,0,30,42,0,1313,1504,37,18,47,125,79,152,413
01:03:00,254,33,92,361,62,243,293,85,40,312,131,23,455,0,88,91,59,0,30,44,0,1313,1504,37,18,47,125,79,152,413
01:03:15,254,33,90,361,62,241,294,84,40,312,132,23,454,0,89,90,60,0,30,43,0,1309,1503,37,18,47,125,78,152,413
01:03:30,254,33,89,362,62,243,292,83,40,313,133,24,456,0,88,89,60,43,30,44,0,1311,1504,37,18,47,125,78,153,413
01:03:45,255,33,91,360,62,242,292,84,40,313,132,22,455,0,89,89,59,44,30,43,0,1310,1502,37,18,47,125,79,151,413
01:04:00,509,33,90,360,62,243,292,82,40,312,132,23,455,0,87,89,59,43,30,44,0,1313,1502,37,18,47,125,78,153,413
01:04:15,514,33,92,361,62,243,292,84,40,312,131,23,456,0,89,89,60,43,30,43,0,1314,1503,37,18,47,125,78,152,413
01:04:30,514,0,91,360,62,243,294,85,40,312,134,23,457,0,87,89,60,43,30,44,0,1315,1502,37,18,47,125,79,153,413
01:04:45,259,0,91,362,62,243,293,85,40,312,132,30,457,0,87,91,61,44,30,43,0,1315,1502,37,18,47,125,78,153,413
01:05:00,258,0,90,360,62,243,293,84,40,312,132,23,457,0,89,90,60,44,30,44,0,1315,1503,37,18,47,125,63,151,413
01:05:15,257,0,91,361,62,243,293,84,40,312,133,23,457,0,89,92,60,44,30,44,0,1316,1501,37,18,47,125,78,152,413
01:05:30,257,0,92,363,62,243,294,85,40,312,132,23,458,0,88,90,60,43,30,43,0,1316,1502,37,18,47,125,79,152,413
01:05:45,257,0,89,363,62,243,293,84,40,312,132,24,456,0,88,90,60,44,30,44,0,1315,1503,37,18,48,123,79,154,413
01:06:00,256,0,90,363,62,243,293,85,40,310,134,31,456,0,88,90,60,43,30,43,0,1314,1503,37,18,48,123,78,153,413
01:06:15,255,0,89,362,63,243,292,83,40,310,133,31,457,0,88,92,60,43,30,43,0,1314,1502,37,18,48,125,79,153,413
01:06:30,254,0,91,361,62,243,293,84,40,310,132,31,457,0,88,93,60,43,30,44,0,1316,1503,37,18,48,125,78,154,413
01:06:45,253,0,90,360,62,243,293,84,40,310,132,31,458,0,87,92,59,43,30,44,0,1314,1504,37,18,48,125,78,153,413
01:07:00,254,0,90,360,62,244,293,83,40,310,132,31,457,0,86,92,59,44,30,44,0,1316,1504,37,19,48,125,78,153,413
01:07:15,253,0,89,362,62,244,293,84,40,310,133,31,458,0,88,93,59,43,30,44,0,1318,1503,37,0,48,125,78,154,414
01:07:30,252,0,90,361,62,244,293,83,40,311,133,31,458,0,88,92,60,43,30,44,0,1317,1502,37,0,48,125,78,154,413
01:07:45,253,0,90,363,62,244,294,84,40,313,133,28,457,0,87,94,59,44,30,44,0,1317,1503,37,0,48,125,79,154,413
01:08:00,253,0,91,361,62,243,293,84,40,313,133,24,458,0,87,93,59,44,30,43,0,1315,1503,37,0,47,125,78,153,413
01:08:15,252,0,90,363,62,244,293,83,40,312,134,31,457,0,87,93,60,44,30,43,0,1316,1504,37,0,47,125,77,155,413
01:08:30,252,0,90,363,62,243,293,83,40,311,132,31,457,0,89,94,61,43,30,44,0,1315,1503,37,0,47,125,77,155,413
01:08:45,252,0,91,363,62,244,293,84,40,310,133,31,456,0,88,93,60,44,30,43,0,1315,1503,37,0,47,125,77,153,413
01:09:00,253,0,91,362,62,243,293,83,40,310,131,28,456,0,89,92,59,43,30,44,0,1315,1503,37,0,47,125,78,154,413
01:09:15,252,0,91,364,62,244,294,84,40,309,131,31,456,0,88,92,59,43,30,44,0,1315,1503,37,0,47,125,78,153,413
01:09:30,252,0,91,363,56,244,293,84,40,309,131,31,456,0,87,94,60,44,30,43,0,1315,1503,37,20,47,125,78,155,413
01:09:45,251,0,89,364,57,244,293,83,40,309,133,24,457,0,87,94,57,44,30,43,0,1315,1502,37,18,47,125,78,153,413
01:10:00,0,0,89,363,0,244,293,83,40,309,132,24,457,0,88,94,54,43,30,43,0,1315,1503,37,18,48,125,77,153,413
01:10:15,0,0,89,364,0,244,293,84,40,310,132,24,457,0,89,93,9,44,30,44,0,1317,1502,37,18,48,125,77,153,413
01:10:30,0,0,89,362,0,244,294,83,40,310,134,24,457,0,88,92,8,43,30,44,0,1317,1503,37,18,48,125,77,152,413
01:10:45,0,0,90,363,0,243,294,85,40,309,132,31,458,0,87,94,32,43,30,44,0,1316,1503,37,18,48,124,74,153,414
01:11:00,0,0,91,363,0,245,294,84,40,309,134,28,457,0,89,94,35,44,30,44,0,1318,1502,37,18,48,123,76,154,413
01:11:15,0,0,89,363,0,245,295,83,40,309,132,24,458,0,88,93,32,44,30,44,0,1317,1503,37,18,48,123,77,152,413
01:11:30,249,0,91,365,0,245,295,85,40,310,129,24,457,0,90,93,33,43,30,44,0,1317,1503,37,18,48,125,77,153,413
01:11:45,249,0,87,364,0,244,294,85,40,310,130,24,457,0,87,94,31,44,30,44,0,1318,1502,37,18,47,125,71,155,413
01:12:00,250,0,84,365,0,245,295,83,40,310,126,31,459,0,88,94,34,43,30,45,0,1317,1504,37,18,47,125,71,156,413
01:12:15,250,0,91,363,0,244,294,85,40,310,122,24,460,0,87,95,35,43,30,43,0,1318,1505,37,18,47,125,76,154,413
01:12:30,250,0,90,364,0,245,294,84,40,310,127,24,460,0,88,95,34,44,30,43,0,1316,1504,37,18,47,125,70,154,413
01:12:45,250,0,82,366,0,245,294,85,40,310,132,24,460,0,87,95,35,43,30,43,0,1316,1504,37,18,47,125,74,155,413
01:13:00,251,0,86,366,0,245,294,84,40,310,129,31,461,0,87,95,34,43,30,45,0,1320,1505,37,18,47,125,69,156,413
01:13:15,251,0,87,365,0,244,294,83,40,309,129,28,460,0,89,96,54,43,30,43,0,1318,1504,37,18,47,125,70,154,413
01:13:30,251,0,86,365,0,244,294,83,40,309,85,24,460,0,88,97,56,43,30,43,0,1320,1504,37,18,47,125,71,154,413
01:13:45,252,0,86,366,0,244,294,82,40,309,132,24,460,0,88,95,7,43,30,43,0,1319,1504,37,18,47,125,70,154,413
01:14:00,252,0,87,366,0,244,294,84,40,309,132,24,460,0,87,96,39,44,30,43,0,1319,1504,37,18,47,125,70,155,413
01:14:15,252,0,87,367,0,245,294,84,40,309,125,31,460,0,87,95,5,45,30,43,0,1318,1504,37,17,47,125,70,155,413
01:14:30,251,15,88,365,0,245,294,85,40,309,122,24,460,0,80,94,6,43,30,43,0,1315,1504,37,17,47,125,71,156,413
