,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy,mingk2,doctor,bike,makabaka,hmwww,bearlaptop
04:15:00,330.0,0.0,88.0,250.0,0.0,238.0,328.0,0.0,42.0,302.0,0.0,0.0,474.0,0.0,0.0,141.0,0.0,0.0,79.0,39.0,0.0,1126.0,1344.0,96.0,0.0,46.0,0.0,42.0,150.0,439.0,0.0,44.0,453.0,26.0,44.0,0.0
04:15:15,330.0,0.0,88.0,253.0,0.0,238.0,328.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,79.0,39.0,0.0,1120.0,1248.0,97.0,0.0,46.0,0.0,42.0,146.0,439.0,0.0,44.0,454.0,26.0,44.0,0.0
04:15:30,330.0,0.0,88.0,251.0,0.0,239.0,328.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1130.0,1343.0,97.0,0.0,46.0,0.0,41.0,151.0,438.0,0.0,44.0,453.0,26.0,44.0,0.0
04:15:45,330.0,0.0,89.0,238.0,0.0,239.0,330.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1130.0,1344.0,97.0,0.0,46.0,0.0,41.0,150.0,433.0,0.0,44.0,453.0,26.0,43.0,0.0
04:16:00,330.0,0.0,88.0,251.0,0.0,239.0,329.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1122.0,1346.0,97.0,0.0,45.0,0.0,41.0,150.0,434.0,0.0,44.0,453.0,26.0,44.0,0.0
04:16:15,330.0,0.0,88.0,233.0,0.0,239.0,328.0,0.0,42.0,303.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1123.0,1346.0,97.0,0.0,42.0,0.0,41.0,149.0,439.0,0.0,44.0,453.0,0.0,44.0,0.0
04:16:30,330.0,0.0,89.0,252.0,0.0,239.0,328.0,0.0,42.0,303.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,78.0,39.0,0.0,1129.0,1348.0,97.0,0.0,44.0,0.0,41.0,152.0,438.0,0.0,44.0,453.0,0.0,44.0,0.0
04:16:45,330.0,0.0,89.0,253.0,0.0,239.0,328.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1127.0,1347.0,97.0,0.0,42.0,0.0,82.0,152.0,439.0,0.0,44.0,453.0,0.0,41.0,0.0
04:17:00,330.0,0.0,88.0,242.0,0.0,239.0,328.0,0.0,42.0,301.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1127.0,1345.0,97.0,0.0,43.0,0.0,85.0,150.0,437.0,0.0,44.0,453.0,0.0,44.0,0.0
04:17:15,330.0,0.0,88.0,253.0,0.0,239.0,328.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1132.0,865.0,97.0,0.0,46.0,0.0,78.0,152.0,437.0,0.0,44.0,452.0,0.0,44.0,0.0
04:17:30,330.0,0.0,87.0,252.0,0.0,238.0,328.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,39.0,0.0,1129.0,1354.0,97.0,0.0,46.0,0.0,78.0,151.0,437.0,0.0,44.0,452.0,0.0,44.0,0.0
04:17:45,330.0,0.0,89.0,254.0,0.0,239.0,328.0,0.0,42.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1130.0,1346.0,97.0,0.0,46.0,0.0,84.0,153.0,436.0,0.0,44.0,452.0,0.0,44.0,0.0
04:18:00,330.0,0.0,89.0,253.0,0.0,239.0,328.0,0.0,41.0,51.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1129.0,1362.0,97.0,0.0,46.0,0.0,85.0,149.0,435.0,0.0,44.0,452.0,0.0,44.0,0.0
04:18:15,330.0,0.0,88.0,255.0,0.0,239.0,328.0,0.0,41.0,51.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1131.0,1347.0,97.0,0.0,46.0,0.0,86.0,148.0,436.0,0.0,44.0,452.0,0.0,44.0,0.0
04:18:30,329.0,0.0,91.0,253.0,0.0,239.0,327.0,0.0,41.0,302.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1132.0,1347.0,97.0,0.0,46.0,0.0,86.0,147.0,436.0,0.0,44.0,452.0,0.0,44.0,0.0
04:18:45,330.0,0.0,85.0,255.0,0.0,239.0,327.0,0.0,41.0,302.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1133.0,1347.0,71.0,0.0,45.0,0.0,86.0,148.0,435.0,0.0,44.0,452.0,0.0,44.0,0.0
04:19:00,329.0,0.0,89.0,255.0,0.0,239.0,328.0,0.0,41.0,303.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1132.0,1350.0,69.0,0.0,46.0,0.0,86.0,152.0,435.0,0.0,44.0,452.0,0.0,44.0,0.0
04:19:15,330.0,0.0,89.0,251.0,0.0,240.0,327.0,0.0,41.0,303.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1130.0,1251.0,68.0,0.0,46.0,0.0,85.0,148.0,435.0,0.0,44.0,452.0,0.0,44.0,0.0
04:19:30,330.0,0.0,88.0,252.0,0.0,240.0,327.0,0.0,41.0,301.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1129.0,1346.0,67.0,0.0,46.0,0.0,85.0,151.0,435.0,0.0,44.0,452.0,0.0,44.0,0.0
04:19:45,329.0,0.0,85.0,251.0,0.0,240.0,326.0,0.0,41.0,300.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,77.0,38.0,0.0,1129.0,1345.0,97.0,0.0,46.0,0.0,85.0,151.0,436.0,0.0,44.0,452.0,0.0,43.0,0.0
04:20:00,330.0,0.0,47.0,255.0,0.0,240.0,326.0,0.0,41.0,300.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,78.0,38.0,0.0,1128.0,1349.0,75.0,0.0,46.0,0.0,85.0,152.0,432.0,0.0,44.0,452.0,0.0,44.0,0.0
04:20:15,330.0,0.0,47.0,254.0,0.0,240.0,327.0,0.0,41.0,303.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1128.0,1348.0,76.0,0.0,46.0,0.0,86.0,151.0,435.0,0.0,44.0,452.0,0.0,44.0,0.0
04:20:30,577.0,0.0,0.0,251.0,0.0,239.0,327.0,0.0,41.0,303.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,79.0,38.0,0.0,1129.0,1349.0,70.0,0.0,46.0,0.0,86.0,149.0,433.0,0.0,44.0,452.0,0.0,44.0,0.0
04:20:45,578.0,0.0,0.0,253.0,0.0,239.0,327.0,0.0,41.0,303.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,78.0,39.0,0.0,1129.0,1350.0,97.0,0.0,46.0,0.0,86.0,149.0,437.0,0.0,44.0,452.0,0.0,44.0,0.0
04:21:00,578.0,0.0,0.0,253.0,0.0,239.0,326.0,0.0,41.0,303.0,0.0,0.0,472.0,0.0,0.0,163.0,0.0,0.0,80.0,39.0,0.0,1129.0,1256.0,97.0,0.0,46.0,0.0,83.0,150.0,437.0,0.0,44.0,452.0,0.0,43.0,0.0
04:21:15,574.0,0.0,0.0,252.0,65.0,239.0,326.0,0.0,41.0,303.0,0.0,0.0,472.0,0.0,0.0,169.0,0.0,0.0,38.0,38.0,0.0,1130.0,1353.0,95.0,0.0,46.0,0.0,41.0,150.0,438.0,0.0,44.0,452.0,0.0,44.0,0.0
04:21:30,574.0,0.0,0.0,238.0,68.0,239.0,326.0,0.0,41.0,303.0,0.0,0.0,472.0,0.0,0.0,169.0,0.0,0.0,8.0,38.0,0.0,1131.0,1354.0,97.0,0.0,46.0,0.0,41.0,151.0,438.0,0.0,44.0,452.0,0.0,44.0,0.0
04:21:45,576.0,0.0,0.0,253.0,0.0,240.0,326.0,0.0,41.0,303.0,0.0,0.0,471.0,0.0,0.0,131.0,0.0,0.0,12.0,38.0,0.0,1130.0,1350.0,97.0,0.0,46.0,0.0,41.0,147.0,438.0,0.0,44.0,452.0,0.0,44.0,0.0
04:22:00,574.0,0.0,0.0,254.0,0.0,240.0,326.0,0.0,41.0,303.0,0.0,0.0,471.0,0.0,0.0,170.0,0.0,0.0,0.0,38.0,0.0,1125.0,1351.0,97.0,0.0,45.0,0.0,41.0,149.0,438.0,0.0,44.0,452.0,0.0,44.0,0.0
04:22:15,573.0,0.0,0.0,255.0,0.0,239.0,327.0,0.0,41.0,303.0,0.0,0.0,471.0,0.0,0.0,168.0,0.0,0.0,7.0,38.0,0.0,1131.0,1349.0,0.0,0.0,45.0,0.0,41.0,151.0,436.0,38.0,44.0,452.0,0.0,44.0,0.0
04:22:30,574.0,0.0,0.0,253.0,0.0,240.0,327.0,0.0,41.0,303.0,0.0,0.0,470.0,0.0,0.0,169.0,0.0,0.0,9.0,38.0,0.0,1131.0,1349.0,0.0,0.0,45.0,0.0,41.0,150.0,295.0,39.0,44.0,444.0,0.0,43.0,0.0
04:23:00,576.0,0.0,0.0,252.0,0.0,240.0,328.0,0.0,41.0,302.0,0.0,0.0,470.0,0.0,0.0,159.0,0.0,61.0,7.0,38.0,0.0,1129.0,1347.0,0.0,0.0,45.0,0.0,41.0,151.0,296.0,39.0,44.0,453.0,0.0,44.0,0.0
04:23:15,572.0,0.0,87.0,237.0,0.0,240.0,327.0,0.0,41.0,303.0,0.0,0.0,470.0,0.0,0.0,157.0,0.0,59.0,0.0,39.0,0.0,1129.0,1347.0,97.0,0.0,46.0,0.0,41.0,147.0,295.0,38.0,44.0,452.0,0.0,43.0,0.0
04:23:30,575.0,0.0,0.0,250.0,0.0,240.0,327.0,0.0,41.0,303.0,0.0,0.0,470.0,0.0,0.0,180.0,0.0,0.0,0.0,38.0,0.0,1131.0,1348.0,97.0,0.0,46.0,0.0,41.0,146.0,414.0,38.0,44.0,452.0,0.0,44.0,0.0
05:01:30,574.0,0.0,88.0,255.0,0.0,240.0,327.0,0.0,41.0,301.0,0.0,0.0,470.0,0.0,0.0,175.0,0.0,61.0,72.0,38.0,0.0,1126.0,1254.0,97.0,0.0,21.0,0.0,86.0,151.0,417.0,38.0,44.0,452.0,25.0,44.0,0.0
05:01:45,588.0,0.0,90.0,254.0,0.0,240.0,326.0,0.0,41.0,301.0,0.0,0.0,470.0,0.0,0.0,173.0,59.0,61.0,78.0,38.0,0.0,1128.0,1352.0,97.0,0.0,21.0,0.0,85.0,150.0,417.0,38.0,44.0,452.0,25.0,44.0,0.0
05:02:00,569.0,0.0,88.0,254.0,0.0,240.0,327.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,171.0,59.0,61.0,79.0,39.0,0.0,1125.0,1255.0,97.0,0.0,0.0,0.0,85.0,149.0,417.0,39.0,44.0,452.0,25.0,44.0,0.0
05:02:15,329.0,0.0,88.0,253.0,0.0,240.0,329.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,175.0,59.0,61.0,78.0,38.0,0.0,1125.0,1342.0,97.0,0.0,0.0,0.0,85.0,150.0,416.0,39.0,44.0,452.0,26.0,44.0,0.0
05:02:30,330.0,0.0,89.0,255.0,0.0,241.0,327.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,173.0,59.0,61.0,78.0,38.0,0.0,1126.0,1351.0,97.0,0.0,0.0,0.0,85.0,151.0,416.0,38.0,44.0,452.0,26.0,44.0,0.0
05:02:45,457.0,0.0,89.0,252.0,0.0,241.0,326.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,176.0,60.0,61.0,78.0,38.0,0.0,1124.0,1351.0,97.0,0.0,0.0,0.0,85.0,151.0,440.0,39.0,44.0,452.0,25.0,44.0,0.0
05:03:00,456.0,0.0,89.0,256.0,0.0,241.0,326.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,175.0,59.0,61.0,78.0,39.0,0.0,1124.0,1255.0,97.0,0.0,0.0,0.0,85.0,150.0,440.0,39.0,44.0,452.0,25.0,44.0,0.0
05:03:15,457.0,0.0,88.0,256.0,0.0,241.0,326.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,172.0,59.0,61.0,78.0,39.0,0.0,1124.0,1349.0,97.0,0.0,0.0,0.0,85.0,151.0,440.0,38.0,44.0,452.0,25.0,44.0,0.0
05:03:30,456.0,0.0,88.0,252.0,0.0,241.0,327.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,175.0,59.0,61.0,78.0,39.0,0.0,1124.0,1254.0,97.0,0.0,0.0,0.0,85.0,150.0,441.0,39.0,44.0,452.0,25.0,44.0,0.0
05:03:45,455.0,0.0,89.0,252.0,0.0,241.0,327.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,170.0,59.0,62.0,78.0,38.0,0.0,1123.0,1348.0,97.0,0.0,0.0,0.0,85.0,149.0,442.0,39.0,44.0,452.0,25.0,44.0,0.0
05:04:00,456.0,0.0,88.0,254.0,0.0,241.0,326.0,0.0,41.0,301.0,0.0,0.0,469.0,0.0,0.0,172.0,59.0,60.0,79.0,38.0,0.0,1122.0,1255.0,97.0,0.0,46.0,0.0,86.0,147.0,442.0,39.0,44.0,452.0,24.0,44.0,0.0
