,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
25:15:00,517,13,90,367,0,240,293,0,40,310,133,28,0,0,0,91,0,0,74,43,0,1226,1490,624,20,47,126,43,158,431
25:15:15,519,17,45,370,0,240,293,0,40,309,133,22,0,0,0,91,0,0,75,42,0,1225,1490,624,20,46,126,43,160,431
25:15:30,518,16,87,369,0,240,293,0,40,310,134,28,0,0,0,92,0,0,74,12,0,1225,1490,624,20,45,126,45,157,431
25:15:45,519,29,89,369,0,240,293,0,40,310,133,22,0,0,0,91,0,0,77,8,0,1225,1491,624,20,46,126,45,158,431
25:16:00,519,27,90,304,0,240,293,0,40,310,134,29,0,0,0,91,0,0,74,29,0,1225,1491,624,20,46,125,44,158,431
25:16:15,517,27,87,303,0,240,293,0,40,311,132,29,0,0,0,91,0,0,74,4,0,1225,1491,624,20,46,126,43,158,431
25:16:30,517,27,90,371,0,240,292,0,40,310,133,22,0,0,0,94,0,0,73,11,0,1226,1488,626,20,46,126,38,160,431
25:16:45,517,27,91,369,0,240,292,0,40,311,133,29,0,0,0,93,0,0,74,5,0,0,0,625,20,45,126,41,160,431
25:17:00,507,28,92,370,0,239,291,0,40,311,134,29,0,0,0,93,0,0,75,4,0,0,0,625,20,45,126,38,159,431
25:17:15,518,27,91,370,0,240,291,0,40,311,136,22,0,0,0,93,0,0,75,14,0,0,0,625,20,45,125,42,158,431
25:17:30,518,27,90,373,0,240,291,0,40,311,133,28,0,0,0,93,0,0,75,5,0,0,0,624,20,45,125,39,160,431
25:17:45,518,27,91,371,0,240,291,0,41,311,133,29,0,0,0,93,0,0,77,20,0,0,0,624,20,45,125,41,160,431
25:18:00,518,28,91,369,0,240,291,0,41,311,134,29,0,0,0,93,0,0,77,5,0,0,0,624,20,45,126,41,158,431
25:18:15,518,30,89,371,0,240,291,0,41,311,136,28,0,0,0,92,0,0,76,5,0,0,0,625,20,45,126,37,158,431
25:18:30,519,30,0,370,0,240,292,0,41,310,134,28,0,0,0,92,0,0,0,7,0,0,0,625,20,45,125,77,158,430
25:18:45,517,30,0,370,0,240,292,0,40,280,87,29,0,0,0,93,0,0,0,6,0,0,0,626,20,45,125,78,158,430
25:19:00,510,30,125,369,0,240,292,0,40,280,89,29,0,0,0,94,0,0,30,42,0,0,0,627,20,45,125,76,158,429
25:19:15,515,30,83,370,0,240,292,0,40,278,88,28,0,0,0,91,0,0,30,42,0,0,0,627,20,45,125,77,157,430
25:19:30,521,30,72,370,0,239,293,0,40,253,89,28,0,0,0,92,0,0,30,41,0,0,0,628,20,45,124,77,158,430
25:19:45,521,30,88,370,0,239,292,0,40,307,89,28,0,0,0,92,0,0,30,42,0,0,0,628,20,45,124,67,157,429
25:20:00,516,29,90,65,0,239,291,0,40,270,89,29,0,0,0,92,0,0,71,42,0,0,0,627,20,45,124,60,0,429
25:20:15,515,18,89,65,0,240,291,0,40,256,88,29,0,0,0,94,29,0,71,42,0,0,0,627,20,45,124,78,0,430
25:20:30,512,18,84,65,0,239,291,0,40,220,134,29,0,0,0,91,9,0,71,42,0,592,885,628,20,45,124,77,0,435
25:20:45,511,18,87,65,0,239,291,0,40,216,131,23,0,0,0,94,6,0,70,43,0,591,895,627,20,45,124,73,0,433
25:21:00,513,17,64,65,0,239,291,0,40,219,122,29,0,0,0,92,4,0,68,44,0,1218,1488,627,21,45,124,73,0,432
25:21:15,513,16,87,0,0,239,291,0,40,223,118,29,573,0,0,93,4,0,73,38,0,1216,1487,628,0,45,124,73,0,433
25:21:30,512,17,44,0,0,239,293,0,40,269,122,23,574,0,0,94,7,0,65,38,0,1217,1489,628,0,45,124,79,0,433
25:21:45,511,27,73,0,0,239,292,0,40,242,132,29,573,0,0,94,5,0,73,37,0,1216,1486,628,0,45,124,73,0,433
25:22:00,514,18,87,0,0,239,293,0,40,280,136,23,573,0,0,94,3,0,71,24,0,1217,1485,628,0,45,124,73,0,434
25:22:15,511,25,82,0,0,239,292,0,40,280,134,23,573,0,0,95,32,0,72,43,0,1217,1487,627,0,45,124,73,0,432
25:22:30,507,25,85,0,0,239,292,0,40,249,133,29,570,0,0,92,28,0,72,42,0,1298,1485,628,0,45,124,72,0,432
