,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,487.0,19.0,74.0,338.0,61.0,233.0,285.0,26.0,0.0,296.0,131.0,48.0,573.0,30.0,0.0,0.0,47.0,36.0,50.0,38.0,0.0,1318.0,1530.0,604.0,14.0,45.0,0.0,64.0,150.0,430.0
hashrate,0.007133808286415476,0.00027832106250902264,0.0010839872960877726,0.004951185217265772,0.0008935570954237044,0.003413095134979067,0.00417481593763534,0.0003808604013281363,0.0,0.00433594918435109,0.0019189504836148407,0.0007031268947596362,0.008393577306193157,0.00043945430922477267,0.0,0.0,0.0006884784177854772,0.0005273451710697272,0.0007324238487079545,0.0005566421250180453,0.0,0.019306692651941678,0.022412169770463407,0.008847680092392089,0.00020507867763822722,0.000659181463837159,0.0,0.0009375025263461816,0.0021972715461238634,0.006298845098888408
