,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,378.0,27.0,48.0,343.0,57.0,237.0,90.0,291.0,20.0,162.0,40.0,276.0,128.0,53.0,578.0,52.0,0.0,39.0,67.0,84.0,125.0,29.0,47.0,38.0,61.0,32.0,218.0,1203.0,1512.0,589.0,21.0,37.0,111.0,0.0,147.0
hashrate,0.006109941176470588,0.00043642436974789916,0.0007758655462184875,0.0055442058823529415,0.0009213403361344537,0.0038308361344537817,0.001454747899159664,0.00470368487394958,0.00032327731092436976,0.0026185462184873947,0.0006465546218487395,0.0044612268907563025,0.0020689747899159663,0.0008566848739495798,0.009342714285714286,0.0008405210084033613,0.0,0.0006303907563025209,0.0010829789915966386,0.0013577647058823528,0.002020483193277311,0.00046875210084033615,0.0007597016806722689,0.0006142268907563025,0.0009859957983193277,0.0005172436974789916,0.0035237226890756303,0.01944513025210084,0.024439764705882352,0.009520516806722688,0.0003394411764705882,0.000598063025210084,0.0017941890756302521,0.0,0.0023760882352941177
