,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
30:15:00,375,33,91,362,62,242,294,86,40,306,132,24,459,0,0,92,0,44,76,44,0,1271,1530,36,21,46,126,32,153,413
30:15:15,375,33,93,362,62,242,293,84,40,307,133,24,460,0,0,91,0,45,75,43,0,1270,1530,36,21,46,115,32,153,413
30:15:30,375,33,93,361,62,242,293,86,40,307,133,30,460,0,0,90,52,45,76,44,0,1270,1530,36,21,45,111,32,152,414
30:15:45,375,18,92,359,62,242,294,86,40,307,132,24,459,0,0,87,57,45,76,42,0,1271,1530,36,21,45,116,32,151,413
30:16:00,375,19,92,361,62,242,294,85,40,306,132,31,458,0,0,90,4,45,75,42,0,1270,1530,36,21,45,115,32,152,413
30:16:15,375,13,87,360,63,242,294,86,40,297,132,24,460,0,0,90,5,44,76,42,0,1270,1530,36,21,45,115,32,152,413
30:16:30,375,15,89,360,62,242,295,84,40,296,131,29,460,0,0,90,3,45,76,43,0,1270,1530,36,21,45,115,32,152,413
30:16:45,375,14,88,360,62,242,293,85,40,297,133,31,461,0,0,0,35,45,76,6,0,1269,1532,36,21,45,116,77,153,413
30:17:00,375,16,88,361,62,241,294,85,40,297,134,24,461,0,0,0,36,45,76,5,0,1268,1533,36,21,45,115,76,151,414
30:17:15,375,17,89,360,62,242,294,87,40,297,132,24,460,0,0,0,6,45,76,4,0,1271,1532,36,21,45,115,76,153,413
30:17:30,375,19,91,362,62,242,254,87,40,306,133,24,460,0,0,0,6,45,76,6,0,1271,1532,36,21,45,115,77,152,413
30:17:45,375,16,93,362,62,242,294,87,40,306,133,30,461,0,0,0,6,45,76,11,0,1269,1533,36,21,45,115,72,153,414
30:18:00,250,19,87,362,62,242,293,85,40,255,131,24,461,0,0,0,6,44,74,5,0,1270,1533,36,0,42,115,70,152,413
30:18:15,250,15,83,363,62,242,293,88,40,255,133,24,461,0,0,0,30,44,69,5,0,1268,1533,36,0,45,120,69,153,413
30:18:30,250,16,85,362,62,242,293,87,40,254,133,24,461,0,0,0,33,45,66,5,0,1274,1533,36,0,32,127,71,152,414
30:18:45,250,16,86,363,62,242,293,86,40,254,133,24,462,0,0,0,12,45,70,35,0,1274,1533,36,0,31,127,77,155,413
