,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,251.0,32.0,89.0,339.0,9.0,232.0,279.0,0.0,37.0,255.0,122.0,48.0,572.0,41.0,85.0,0.0,37.0,35.0,69.0,29.0,0.0,1202.0,1509.0,586.0,16.0,44.0,119.0,65.0,144.0,353.0
hashrate,0.003580715259887862,0.00045650553114108197,0.0012696560084861342,0.004836105470525837,0.00012839218063342932,0.0033096651007728443,0.003980157599636308,0.0,0.0005278345203818761,0.0036377784512804973,0.001740427337475375,0.000684758296711623,0.00816003636914684,0.0005848977117745113,0.001212592817093499,0.0,0.0005278345203818761,0.0004993029246855585,0.000984340051522958,0.00041370813759660554,0.0,0.01714748901348689,0.021527088952871646,0.008359757539021065,0.00022825276557054099,0.0006276951053189877,0.0016976299439308985,0.0009272768601303229,0.002054274890134869,0.00503582664040006
