,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,454.0,27.0,68.0,336.0,57.0,239.0,283.0,47.0,38.0,285.0,134.0,52.0,550.0,0.0,0.0,0.0,39.0,40.0,70.0,35.0,0.0,689.0,906.0,640.0,15.0,46.0,0.0,61.0,139.0,404.0
hashrate,0.005948411743898126,0.0003537601697912982,0.00089095153873364,0.004402348779625045,0.000746827025114963,0.003131432614078529,0.003707930668553237,0.0006158047400070748,0.0004978846834099753,0.0037341351255748144,0.0017556986204457024,0.0006813158825610188,0.007206225680933853,0.0,0.0,0.0,0.0005109869119207641,0.0005240891404315529,0.0009171559957552177,0.00045857799787760883,0.0,0.0090274354439335,0.011870619030774673,0.008385426246904847,0.00019653342766183234,0.0006027025114962859,0.0,0.0007992359391581182,0.0018212097629996464,0.005293300318358685
