,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,458.0,35.0,63.0,369.0,34.0,239.0,85.0,290.0,20.0,173.0,38.0,249.0,129.0,50.0,578.0,100.0,0.0,38.0,58.0,84.0,133.0,41.0,38.0,38.0,65.0,36.0,210.0,1216.0,1532.0,590.0,20.0,40.0,123.0,30.0,154.0
hashrate,0.0016866802610114192,0.00012889477977161498,0.00023201060358890701,0.0013589192495921697,0.00012521207177814027,0.0008801672104404567,0.0003130301794453507,0.0010679853181076672,7.36541598694943e-05,0.0006371084828711256,0.00013994290375203916,0.000916994290375204,0.0004750693311582382,0.00018413539967373574,0.002128605220228385,0.0003682707993474715,0.0,0.00013994290375203916,0.0002135970636215334,0.00030934747145187604,0.000489800163132137,0.0001509910277324633,0.00013994290375203916,0.00013994290375203916,0.00023937601957585645,0.0001325774877650897,0.0007733686786296901,0.004478172920065253,0.005641908646003263,0.0021727977161500813,7.36541598694943e-05,0.0001473083197389886,0.00045297308319738986,0.00011048123980424142,0.000567137030995106
