,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
03:15:00,497,18,0,294,63,243,293,86,40,178,129,29,449,0,0,93,17,43,74,37,0,1313,1515,37,19,46,123,77,156,433
03:15:15,499,13,0,295,63,243,293,85,40,178,129,29,449,0,0,91,11,44,73,20,0,1312,1513,37,18,46,122,70,155,433
03:15:30,497,14,87,295,62,243,292,87,40,178,131,22,448,0,0,91,13,43,71,5,0,1311,1514,37,19,46,123,72,157,431
03:15:45,496,17,86,295,63,243,292,84,40,178,131,28,448,0,0,92,7,44,71,7,0,1312,1514,37,19,46,122,72,157,433
03:16:15,497,15,88,296,63,243,293,85,40,178,130,22,448,0,0,91,0,43,71,3,0,1313,1512,37,19,46,123,75,157,433
03:16:30,494,14,87,295,63,244,292,84,40,178,87,22,448,0,0,91,48,43,76,40,0,1313,1513,37,19,46,122,75,156,433
03:16:45,498,13,91,295,63,243,292,87,40,178,84,29,448,0,0,92,0,43,75,40,0,1313,1513,37,19,46,123,74,156,433
03:17:00,497,17,91,295,63,243,292,86,40,178,86,29,449,0,0,92,0,42,77,30,0,1314,1514,37,19,46,123,72,156,433
03:17:15,495,14,89,295,62,243,291,87,40,178,127,23,450,0,0,92,0,44,77,41,0,1313,1515,37,19,46,123,73,157,433
03:17:30,494,13,0,295,62,242,292,86,40,127,130,23,448,0,0,91,0,43,77,40,0,1312,1515,37,19,46,123,76,158,434
03:17:45,495,15,0,294,62,243,292,85,40,127,130,23,450,0,0,90,0,44,76,5,0,1314,1515,37,19,46,122,76,157,433
03:18:00,488,14,0,295,62,243,291,86,40,127,130,29,449,0,0,90,0,44,70,20,0,1314,1516,37,19,46,118,76,158,433
03:18:15,493,27,90,294,62,243,292,85,40,127,130,22,448,0,0,91,0,44,76,7,0,1315,1516,37,20,46,124,74,157,433
03:18:30,492,28,91,294,62,243,292,86,40,127,130,23,449,0,0,91,0,43,76,34,0,1315,1515,37,19,46,125,74,156,433
03:18:45,493,14,92,294,59,244,292,87,40,127,130,23,448,0,0,90,0,44,76,35,0,1314,1516,38,19,46,125,78,158,429
03:19:00,497,29,90,294,61,242,292,86,40,127,130,22,449,0,0,90,0,43,76,43,0,1313,1516,38,19,46,125,74,157,433
03:19:15,499,27,91,295,62,242,292,85,40,127,130,22,450,0,0,92,0,0,76,44,0,1315,1517,38,19,46,125,74,158,433
03:19:30,498,29,92,294,60,242,292,86,40,127,131,23,450,0,0,92,0,0,76,40,0,1318,1519,38,19,45,125,73,157,433
03:19:45,500,29,93,293,62,241,292,85,40,127,132,23,450,0,0,89,0,0,78,43,0,1319,1518,38,19,40,125,72,157,433
03:20:00,501,30,92,293,62,241,292,86,40,127,130,23,450,0,0,90,0,0,76,44,0,1317,1517,38,19,46,125,73,158,433
03:20:15,501,30,91,294,62,242,292,85,40,127,131,29,450,0,0,89,0,0,77,44,0,1315,1518,38,19,46,125,76,160,69
03:20:30,501,27,93,296,62,241,292,85,40,127,130,28,450,0,0,90,0,0,76,43,0,1318,1518,38,19,46,125,71,158,69
03:20:45,500,27,6,295,62,241,292,86,40,127,130,29,450,0,0,91,0,0,77,44,0,1316,1518,38,18,46,125,72,157,70
03:21:00,500,28,8,357,62,241,292,85,40,127,131,29,450,0,0,90,57,0,75,44,0,1316,1517,38,18,46,125,74,155,433
03:21:15,499,27,6,357,62,241,292,85,40,127,131,23,449,0,0,91,58,0,73,43,0,1315,1518,38,20,46,125,70,158,432
03:21:30,500,27,4,357,62,241,292,85,40,127,132,29,450,0,0,86,61,0,74,41,0,1314,1517,38,19,46,125,69,157,433
03:21:45,499,27,0,356,62,241,292,87,40,127,133,29,450,0,0,88,53,0,71,29,0,1315,1516,38,20,46,125,68,154,433
03:22:00,489,26,0,358,62,241,293,85,40,127,131,29,449,0,0,87,48,44,77,3,0,1313,1517,38,21,46,125,68,155,433
03:22:15,489,24,0,359,63,241,293,86,40,127,131,23,449,0,0,88,0,44,31,4,0,1314,1520,38,20,46,125,68,157,433
03:22:30,488,27,0,359,63,241,293,87,40,127,130,28,449,0,0,89,0,43,31,8,0,1312,1520,38,0,35,125,68,157,433
