,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,449.0,31.0,82.0,350.0,54.0,235.0,0.0,291.0,18.0,0.0,41.0,256.0,126.0,49.0,560.0,90.0,0.0,0.0,0.0,84.0,33.0,0.0,28.0,44.0,67.0,8.0,0.0,1173.0,1512.0,593.0,20.0,47.0,104.0,59.0,153.0,357.0
hashrate,0.008298122649696269,0.0005729216083309227,0.001515470060746312,0.00646846977147816,0.000997992479028059,0.004343115417992479,0.0,0.005378070581428985,0.0003326641596760197,0.0,0.000757735030373156,0.004731223604281168,0.0023286491177321378,0.0009055857680069424,0.010349551634365057,0.0016633207983800984,0.0,0.0,0.0,0.0015524327451547587,0.0006098842927393694,0.0,0.0005174775817182528,0.0008131790569858259,0.0012382499276829622,0.0001478507376337865,0.0,0.021678614405553947,0.027943789412785653,0.010959435927104426,0.00036962684408446635,0.0008686230835984959,0.001922059589239225,0.0010903991900491755,0.0028276453572461673,0.006597839166907724
