,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,281.0,21.0,83.0,341.0,16.0,238.0,294.0,0.0,40.0,246.0,127.0,47.0,564.0,31.0,0.0,0.0,34.0,26.0,64.0,16.0,0.0,1175.0,1512.0,589.0,17.0,42.0,111.0,69.0,148.0,344.0
hashrate,0.0040127980234712785,0.0002998888202594194,0.0011852748610253242,0.004869623224212477,0.0002284867201976529,0.003398739962940087,0.004198443483631872,0.0,0.0005712168004941322,0.0035129833230389132,0.0018136133415688697,0.0006711797405806054,0.008054156886967265,0.00044269302038295246,0.0,0.0,0.0004855342804200124,0.000371290920321186,0.0009139468807906116,0.0002284867201976529,0.0,0.016779493514515135,0.021591995058678197,0.008411167387276097,0.0002427671402100062,0.0005997776405188388,0.001585126621371217,0.000985348980852378,0.0021135021618282892,0.004912464484249537
