,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,251.0,25.0,66.0,359.0,65.0,238.0,277.0,89.0,39.0,281.0,128.0,53.0,561.0,0.0,0.0,0.0,49.0,40.0,73.0,34.0,0.0,1270.0,1453.0,604.0,15.0,46.0,50.0,65.0,155.0,388.0
hashrate,0.003587111177704525,0.0003572819898112077,0.0009432244531015884,0.005130569373688942,0.0009289331735091401,0.003401324543002697,0.003958684447108182,0.0012719238837278993,0.0005573599041054841,0.0040158495654779745,0.0018292837878333835,0.0007574378183997603,0.008017407851363501,0.0,0.0,0.0,0.0007002727000299671,0.0005716511836979324,0.0010432634102487265,0.0004859035061432425,0.0,0.01814992508240935,0.02076522924782739,0.008631932873838778,0.0002143691938867246,0.0006573988612526222,0.0007145639796224154,0.0009289331735091401,0.002215148336829488,0.005545016481869943
