,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,338.0,0.0,70.0,337.0,0.0,232.0,286.0,64.0,0.0,270.0,124.0,50.0,557.0,35.0,0.0,0.0,20.0,31.0,71.0,32.0,0.0,1229.0,1524.0,610.0,0.0,41.0,0.0,71.0,150.0,402.0
hashrate,0.005056570904645476,0.0,0.001047218826405868,0.005041610635696821,0.0,0.0034707823960880187,0.004278636919315403,0.0009574572127139363,0.0,0.004039272616136919,0.0018550733496332517,0.0007480134474327627,0.008332869804400976,0.000523609413202934,0.0,0.0,0.0002992053789731051,0.0004637683374083129,0.001062179095354523,0.00047872860635696815,0.0,0.01838617053789731,0.022799449877750608,0.009125764058679707,0.0,0.0006133710268948655,0.0,0.001062179095354523,0.0022440403422982883,0.006014028117359412
