,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy,mingk2,doctor,bike,makabaka,hmwww,bearlaptop
30:15:00,471,0,88,155,0,237,319,0,41,307,0,0,465,0,91,121,0,63,78,38,0,1104,1328,88,0,0,0,87,149,415,43,43,450,28,24,0
30:15:15,472,0,86,154,0,237,319,0,41,307,0,0,464,0,91,171,0,63,79,38,0,1107,1334,88,0,0,0,86,148,415,43,43,451,27,25,0
30:15:30,472,0,86,154,0,237,319,0,41,307,0,0,465,0,91,171,0,63,78,38,0,1111,844,88,0,0,0,86,147,415,44,43,451,0,25,0
30:15:45,472,0,88,155,0,237,319,0,41,307,0,0,465,0,91,178,0,63,78,38,0,1111,1335,89,0,0,0,86,146,414,43,43,451,0,25,0
30:16:00,472,0,87,155,0,237,319,0,41,306,0,0,465,0,91,173,0,63,79,38,0,1108,845,88,0,0,0,86,146,416,44,43,451,0,23,0
30:16:15,472,0,88,156,0,237,319,0,41,306,0,0,464,0,92,170,0,63,78,39,0,1123,1339,88,0,0,0,86,147,416,44,43,451,0,25,0
30:16:30,472,0,0,153,0,237,320,0,41,306,0,0,464,0,92,173,0,63,79,38,0,1115,1339,88,0,0,0,87,148,416,44,43,451,0,25,0
30:16:45,471,0,0,154,0,237,321,0,41,256,0,0,464,0,92,180,0,63,79,38,0,1114,1343,88,0,0,0,87,147,417,43,43,452,0,24,0
30:17:00,471,0,88,154,0,238,321,0,41,255,0,0,464,0,92,184,0,63,78,38,0,1114,1247,88,0,0,0,87,149,417,42,43,452,0,25,0
30:17:15,471,0,90,154,0,238,321,0,41,256,0,0,463,0,94,169,0,63,79,39,0,1124,1344,88,0,0,0,86,149,417,43,43,452,0,25,0
30:17:30,470,0,89,156,0,238,321,0,41,256,0,0,463,0,93,169,0,63,78,38,0,1124,1347,88,0,0,0,84,148,416,44,43,452,0,25,0
30:17:45,471,0,0,154,0,238,321,0,41,297,0,0,463,0,92,173,0,63,78,38,0,1124,1348,88,0,0,0,79,148,417,43,43,452,0,25,0
30:18:00,472,0,0,154,0,238,321,0,41,297,0,0,463,0,94,188,0,63,78,38,0,1123,1348,87,0,0,0,80,148,416,43,43,451,0,25,0
30:18:15,472,0,87,156,0,238,320,0,41,255,0,0,463,0,92,189,0,62,73,38,0,1125,1347,83,0,0,0,82,147,416,43,43,451,0,25,0
30:18:30,472,0,87,156,0,238,321,0,41,255,0,0,463,0,93,188,0,62,77,38,0,1123,1348,70,0,0,0,41,150,416,43,43,451,0,25,0
30:18:45,473,0,87,154,0,239,321,0,41,255,0,0,463,0,92,184,0,62,31,18,0,1123,1347,60,0,0,0,41,148,416,43,43,451,0,25,0
30:19:00,473,0,89,156,0,238,321,0,41,255,0,0,463,0,0,185,0,61,31,8,0,1121,1242,85,0,0,0,41,147,415,0,43,451,0,25,0
30:19:15,472,0,87,156,0,239,321,0,41,296,0,0,462,0,0,186,0,61,31,0,0,1121,1348,89,0,0,0,41,149,415,0,43,451,0,25,0
30:19:30,473,0,87,154,0,239,321,0,41,306,0,0,462,0,0,187,0,62,77,0,0,1120,857,89,0,0,0,41,148,417,0,43,451,0,25,0
30:19:45,473,0,0,155,0,238,321,0,41,305,0,0,461,0,0,189,0,61,41,9,0,1119,1252,0,0,0,0,41,149,416,0,43,451,0,24,0
30:20:00,474,0,0,155,0,238,321,0,41,306,0,0,462,0,0,188,0,61,40,23,0,1119,1349,0,0,0,0,41,148,416,0,43,451,0,25,0
30:20:15,473,0,0,156,0,238,321,0,41,306,0,0,462,0,0,185,0,60,40,7,0,1121,1348,0,0,0,0,41,151,417,0,43,451,0,25,0
