,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy,mingk2,doctor,bike,makabaka,hmwww,bearlaptop
05:15:00,455.0,0.0,87.0,250.0,0.0,242.0,326.0,0.0,41.0,301.0,0.0,0.0,462.0,0.0,0.0,183.0,0.0,61.0,75.0,38.0,0.0,1119.0,1346.0,99.0,0.0,43.0,0.0,42.0,150.0,440.0,0.0,44.0,452.0,29.0,45.0,0.0
05:15:15,454.0,0.0,88.0,249.0,0.0,243.0,324.0,0.0,41.0,300.0,0.0,0.0,462.0,0.0,0.0,182.0,0.0,61.0,77.0,38.0,0.0,1119.0,1344.0,100.0,0.0,43.0,0.0,78.0,152.0,438.0,0.0,44.0,452.0,28.0,44.0,0.0
05:15:30,454.0,0.0,88.0,252.0,0.0,243.0,324.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,179.0,0.0,61.0,77.0,38.0,0.0,1120.0,1344.0,100.0,0.0,43.0,0.0,78.0,149.0,437.0,0.0,43.0,452.0,28.0,44.0,0.0
05:17:15,214.0,0.0,88.0,251.0,0.0,243.0,323.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,180.0,0.0,61.0,31.0,38.0,0.0,1122.0,1341.0,101.0,0.0,43.0,0.0,83.0,150.0,438.0,0.0,43.0,452.0,0.0,44.0,0.0
05:17:30,455.0,0.0,88.0,249.0,0.0,242.0,324.0,0.0,41.0,300.0,0.0,0.0,462.0,0.0,0.0,183.0,0.0,0.0,31.0,38.0,0.0,1122.0,1246.0,101.0,0.0,44.0,0.0,84.0,146.0,438.0,0.0,43.0,452.0,0.0,44.0,0.0
05:17:45,454.0,0.0,88.0,250.0,0.0,243.0,323.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,181.0,0.0,0.0,31.0,39.0,0.0,1122.0,1343.0,101.0,0.0,45.0,0.0,82.0,149.0,438.0,0.0,43.0,453.0,0.0,44.0,0.0
05:18:00,454.0,0.0,88.0,251.0,0.0,243.0,322.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,185.0,61.0,0.0,31.0,39.0,0.0,1123.0,1343.0,101.0,0.0,44.0,0.0,79.0,151.0,438.0,0.0,43.0,453.0,0.0,44.0,0.0
05:18:15,454.0,0.0,89.0,251.0,0.0,243.0,322.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,114.0,61.0,0.0,31.0,38.0,0.0,1122.0,1342.0,101.0,0.0,45.0,0.0,86.0,147.0,438.0,0.0,43.0,453.0,0.0,44.0,0.0
05:18:30,455.0,0.0,89.0,250.0,0.0,243.0,323.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,148.0,62.0,0.0,31.0,39.0,0.0,1122.0,1344.0,101.0,0.0,45.0,0.0,87.0,150.0,438.0,0.0,43.0,422.0,0.0,44.0,0.0
05:18:45,455.0,0.0,88.0,249.0,0.0,243.0,323.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,178.0,61.0,0.0,31.0,37.0,0.0,1121.0,1345.0,0.0,0.0,45.0,0.0,86.0,149.0,437.0,0.0,43.0,453.0,0.0,44.0,0.0
05:19:00,455.0,0.0,82.0,252.0,0.0,243.0,324.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,186.0,61.0,0.0,45.0,37.0,0.0,1121.0,1347.0,100.0,0.0,45.0,0.0,87.0,151.0,437.0,0.0,43.0,454.0,0.0,44.0,0.0
05:19:15,454.0,0.0,77.0,253.0,0.0,243.0,324.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,183.0,60.0,0.0,46.0,39.0,0.0,1121.0,1346.0,100.0,0.0,45.0,0.0,86.0,149.0,436.0,0.0,43.0,454.0,0.0,44.0,0.0
05:19:30,455.0,0.0,0.0,251.0,0.0,243.0,324.0,0.0,41.0,300.0,0.0,0.0,462.0,0.0,0.0,0.0,62.0,0.0,47.0,37.0,0.0,1122.0,1346.0,100.0,0.0,45.0,0.0,87.0,146.0,436.0,0.0,43.0,454.0,0.0,44.0,0.0
05:19:45,455.0,0.0,0.0,234.0,0.0,244.0,324.0,0.0,41.0,300.0,0.0,0.0,462.0,0.0,0.0,0.0,60.0,0.0,11.0,9.0,0.0,1124.0,1347.0,100.0,0.0,45.0,0.0,86.0,150.0,435.0,0.0,43.0,454.0,0.0,44.0,0.0
05:20:00,455.0,0.0,0.0,254.0,0.0,243.0,323.0,0.0,41.0,298.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,1123.0,1345.0,100.0,0.0,45.0,0.0,86.0,148.0,435.0,0.0,43.0,454.0,0.0,44.0,0.0
05:20:15,455.0,0.0,0.0,250.0,0.0,243.0,323.0,0.0,41.0,298.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,1123.0,1347.0,100.0,0.0,45.0,0.0,86.0,149.0,435.0,0.0,43.0,454.0,0.0,44.0,0.0
05:20:30,455.0,0.0,0.0,249.0,0.0,245.0,324.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,45.0,18.0,0.0,1122.0,1349.0,100.0,0.0,45.0,0.0,86.0,150.0,435.0,0.0,43.0,455.0,0.0,43.0,0.0
05:20:45,455.0,0.0,0.0,252.0,0.0,244.0,323.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,1122.0,1346.0,99.0,0.0,45.0,0.0,86.0,149.0,435.0,0.0,43.0,455.0,0.0,44.0,0.0
05:21:00,455.0,0.0,0.0,245.0,0.0,244.0,323.0,0.0,41.0,299.0,0.0,0.0,462.0,0.0,0.0,179.0,0.0,0.0,9.0,29.0,0.0,1122.0,1347.0,98.0,0.0,45.0,0.0,87.0,144.0,434.0,0.0,42.0,455.0,0.0,44.0,0.0
