,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
20:15:00,506,20,90,368,0,242,295,78,40,259,135,28,577,0,0,0,56,45,78,44,0,1322,1551,624,24,45,0,76,155,440
20:15:15,511,15,90,369,0,242,295,78,40,259,135,23,577,0,0,0,57,44,79,41,0,1322,1552,624,24,45,0,76,155,440
20:15:30,509,22,7,368,0,242,295,78,40,263,134,23,576,0,0,0,56,45,78,40,0,1326,1550,625,24,45,0,76,156,440
20:16:00,517,17,3,368,0,242,295,80,40,312,134,23,576,0,0,0,57,45,78,42,0,1320,1546,625,24,45,125,75,154,440
20:16:15,518,26,0,367,0,242,0,77,0,312,135,28,576,0,0,0,56,44,79,21,0,1319,1549,625,24,45,128,76,154,440
20:16:30,517,27,0,369,0,242,0,77,0,311,135,27,576,0,0,0,53,44,78,41,0,1320,1550,626,24,45,128,76,154,440
20:16:45,516,21,0,367,0,242,0,79,0,311,134,23,576,0,0,0,8,44,78,42,0,1321,1549,626,24,45,128,77,155,440
20:17:00,516,22,0,367,0,242,295,78,40,311,134,23,576,0,0,0,7,43,79,42,0,1318,1550,626,24,45,127,77,153,441
20:17:15,518,20,0,368,0,242,294,78,40,312,134,23,576,0,0,0,7,44,79,42,0,1317,1549,624,24,45,127,77,153,441
20:17:30,517,30,0,368,0,242,295,78,40,312,134,28,576,0,0,0,5,44,79,43,0,1316,1548,624,24,45,128,77,152,440
20:18:15,518,20,92,367,65,241,295,78,40,259,135,29,577,0,0,0,29,44,77,42,0,1314,1547,626,24,0,122,72,155,440
20:18:30,516,33,86,367,65,241,295,78,40,259,136,29,576,0,0,0,30,44,77,44,0,1315,1550,625,24,0,0,74,154,440
20:18:45,509,34,88,367,66,241,294,78,40,310,135,29,577,0,0,0,31,44,78,43,0,1318,1555,625,24,0,0,77,155,440
20:19:00,510,32,90,370,60,241,296,78,40,309,135,29,577,0,0,0,32,42,78,43,0,1321,1554,625,24,0,0,77,155,441
20:19:15,251,32,91,369,62,241,296,80,40,309,134,24,576,0,0,0,30,42,78,44,0,1321,1554,624,24,0,0,79,154,439
20:19:30,251,30,91,368,62,241,296,77,40,310,136,29,577,0,0,0,30,0,78,44,0,1324,1554,624,24,0,0,78,157,440
20:19:45,252,16,88,369,62,241,296,78,40,276,135,24,576,0,0,0,30,0,77,44,0,1323,1558,625,24,0,0,78,156,441
20:20:00,253,15,67,370,62,241,296,78,40,303,135,24,575,0,0,0,30,0,78,44,0,1322,1558,625,24,0,0,79,157,441
20:20:15,253,21,80,368,62,241,296,78,40,310,135,24,575,0,0,0,30,0,77,42,0,1321,1560,625,24,0,0,78,156,439
20:20:30,253,10,8,369,63,241,296,77,40,292,136,24,575,0,0,0,29,0,77,39,0,1321,1561,36,24,0,0,78,155,440
20:20:45,253,10,74,369,62,241,296,78,40,309,135,24,575,0,0,0,32,0,77,38,0,1320,1554,36,24,0,0,77,155,439
20:21:00,253,11,81,369,62,241,296,77,40,311,135,24,576,0,0,0,29,0,76,38,0,1322,1551,36,24,0,0,77,156,439
20:21:15,254,14,92,368,62,241,296,78,40,311,136,23,575,0,0,0,26,0,75,39,0,1320,1554,36,24,46,0,78,154,439
20:21:30,254,9,85,369,62,242,296,79,40,311,135,23,575,0,0,0,5,0,77,36,0,1321,1552,36,24,48,0,76,156,439
20:21:45,254,16,88,370,62,241,296,78,40,311,136,23,576,0,0,0,3,0,78,39,0,1319,1553,36,24,48,0,77,154,439
20:22:00,255,13,93,369,62,241,296,78,40,311,135,23,575,0,0,0,7,0,77,38,0,1319,1552,36,24,48,0,77,155,441
20:22:15,256,17,92,368,62,241,295,78,40,311,136,23,575,0,0,0,6,0,75,38,0,1322,1554,36,24,46,0,74,156,440
20:22:30,256,17,0,367,62,241,295,78,41,311,135,23,575,0,0,0,6,0,77,43,0,1321,1551,36,24,47,0,74,156,439
20:22:45,256,10,0,302,62,241,295,78,41,311,135,28,574,0,0,0,3,0,65,42,0,1318,1550,36,24,36,0,74,156,440
20:23:00,256,11,0,302,62,241,295,78,41,311,136,28,575,0,0,0,4,0,75,43,0,1320,1551,36,24,38,0,69,157,417
20:23:15,257,11,0,302,62,241,295,80,41,310,135,28,575,0,0,0,4,0,72,39,0,1320,1553,36,24,41,0,70,155,424
20:23:30,257,11,0,304,62,242,296,78,41,310,136,23,575,0,0,0,30,46,0,42,0,1315,1551,36,0,48,0,69,156,430
20:23:45,257,12,0,370,62,242,296,79,41,310,135,23,575,0,0,0,28,44,42,43,0,1315,1553,36,0,48,0,69,154,436
21:00:00,257,18,0,368,62,242,296,0,41,310,134,28,575,0,0,0,29,45,43,40,0,1315,1553,36,0,48,0,70,155,425
21:00:15,256,10,93,369,62,242,296,0,41,310,135,28,575,0,0,0,29,44,71,42,0,1319,1551,36,0,48,0,70,156,430
21:00:30,256,10,94,366,61,242,296,0,41,310,134,23,574,0,0,0,28,44,72,42,0,1318,1560,36,0,48,0,78,155,426
21:00:45,255,17,94,366,61,242,296,0,41,310,134,23,574,0,0,0,27,44,70,44,0,1319,1550,36,0,48,0,77,157,426
21:01:00,255,16,94,366,62,242,296,0,41,310,135,23,575,0,0,0,32,45,71,43,0,1317,1551,36,0,48,0,77,156,424
21:01:15,254,12,93,368,62,242,296,0,41,310,135,28,574,0,0,0,31,44,71,43,0,1317,1549,36,0,47,0,77,157,425
21:01:30,255,12,91,368,62,242,296,0,41,310,135,23,575,0,0,0,31,44,74,44,0,1317,1549,36,0,47,0,77,154,424
21:01:45,518,10,91,366,61,242,296,0,41,310,135,23,575,0,0,0,31,44,72,43,0,1317,1549,36,0,47,0,77,156,424
21:02:00,254,17,93,367,61,242,296,0,41,310,136,23,575,0,0,0,28,44,72,44,0,1316,1549,36,0,47,0,77,154,427
21:02:15,518,32,91,368,61,242,296,0,41,312,134,23,575,0,0,0,29,45,73,44,0,1312,1551,36,0,47,0,78,156,429
