,DualDragon,Niu,Fish,91Su,Havana,Leviathan,czboys,Xaq,ATalkingDog,nita,knl,xinghuo,mie523,coolmoon,jibber,hydra,hmm,reve,whbscnbiot,steve,yohen,91song,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero
hashrate,390.0,27.0,85.0,272.0,9.0,230.0,77.0,277.0,16.0,165.0,41.0,273.0,129.0,52.0,556.0,49.0,0.0,40.0,59.0,74.0,129.0,36.0,38.0,31.0,72.0,35.0,221.0,1198.0,1529.0,566.0,23.0,43.0,119.0,73.0,116.0
hashrate,0.0060286808510638295,0.0004173702127659574,0.0013139432624113474,0.004204618439716311,0.00013912340425531914,0.0035553758865248222,0.001190278014184397,0.0042819092198581555,0.0002473304964539007,0.002550595744680851,0.0006337843971631205,0.004220076595744681,0.001994102127659574,0.0008038241134751772,0.00859473475177305,0.0007574496453900709,0.0,0.0006183262411347518,0.0009120312056737588,0.0011439035460992907,0.001994102127659574,0.0005564936170212765,0.0005874099290780141,0.00047920283687943253,0.001112987234042553,0.0005410354609929078,0.0034162524822695032,0.018518870921985814,0.023635520567375883,0.008749316312056736,0.00035553758865248224,0.0006647007092198581,0.0018395205673758866,0.001128445390070922,0.0017931460992907798
