,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,454.0,0.0,70.0,241.0,12.0,240.0,323.0,0.0,40.0,294.0,0.0,0.0,456.0,0.0,0.0,161.0,51.0,61.0,65.0,37.0,0.0,1095.0,1127.0,90.0,0.0,31.0,0.0,75.0,146.0,425.0
hashrate,0.012901896614488532,0.0,0.001989279213687659,0.006848804149981798,0.0003410192937750273,0.006820385875500546,0.009179102657444484,0.0,0.001136730979250091,0.008354972697488168,0.0,0.0,0.012958733163451036,0.0,0.0,0.004575342191481616,0.001449331998543866,0.0017335147433563888,0.0018471878412813978,0.0010514761558063342,0.0,0.031118010556971238,0.03202739534037131,0.0025576447033127045,0.0,0.0008809665089188205,0.0,0.0021313705860939204,0.004149068074262832,0.012077766654532215
