,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,350.0,22.0,85.0,350.0,63.0,230.0,288.0,35.0,39.0,285.0,130.0,80.0,304.0,0.0,0.0,76.0,37.0,39.0,73.0,29.0,0.0,856.0,976.0,601.0,17.0,45.0,52.0,69.0,145.0,423.0
hashrate,0.005335672925074575,0.00033538515529040185,0.0012958062818038253,0.005335672925074575,0.0009604211265134234,0.0035062993507632917,0.004390496578347078,0.0005335672925074575,0.0005945464116511669,0.0043447622389892965,0.001981821372170556,0.0012195823828741884,0.0046344130549219155,0.0,0.0,0.0011586032637304789,0.0005640568520793121,0.0005945464116511669,0.001112868924372697,0.00044209861379189327,0.0,0.013049531496753817,0.014878905071065098,0.009162112651342341,0.000259161256360765,0.0006860150903667309,0.0007927285488682225,0.0010518898052289875,0.0022104930689594666,0.0064485418494472715
