,DualDragon,Niu,Fish,91Su,Havana,Leviathan,Xaq,ATalkingDog,knl,xinghuo,mie523,coolmoon,jibber,reve,steve,yohen,fenxiaosd,tange,savior,soryuushi,elsa975,mona,mxmbjs,josuke,tianxuan,linda,wuwuwu,sora,shero,halevy
hashrate,546.0,0.0,70.0,227.0,0.0,224.0,326.0,0.0,40.0,298.0,0.0,0.0,460.0,0.0,34.0,151.0,36.0,51.0,66.0,26.0,0.0,1082.0,1162.0,96.0,0.0,42.0,0.0,82.0,151.0,423.0
hashrate,0.00781659574468085,0.0,0.0010021276595744682,0.003249756838905775,0.0,0.003206808510638298,0.004667051671732523,0.0,0.000572644376899696,0.0042662006079027355,0.0,0.0,0.006585410334346504,0.0,0.00048674772036474165,0.0021617325227963526,0.0005153799392097264,0.0007301215805471125,0.0009448632218844985,0.00037221884498480246,0.0,0.015490030395136778,0.01663531914893617,0.0013743465045592707,0.0,0.0006012765957446809,0.0,0.0011739209726443769,0.0021617325227963526,0.006055714285714286
